seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,num_class_prompt_slots,residual_prompt_count,class_key_proto_init_coverage,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,ce_delta_positive_ratio_train,ce_delta_negative_ratio_train,prompt_helpful_acceptance_precision_train,prompt_harmful_rejection_precision_train,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_receiver_gate_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,receiver_version,prompt_fusion,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,5.0,0.16312959790229797,0.0969260960817337,0.16312959790229797,0.0969260960817337,0.49999213218688965,0.999168872833252,0.2,0.23960526287555695,0.05026315897703171,8,7284,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,5.0,2.0,1.0,0.334445595741272,0.3362867534160614,0.32926762104034424,0.9999545216560364,0.0006369385519064963,0.2651037275791168,0.2418331801891327,0.2703495919704437,1.0,0.10000000149011612,0.10049423575401306,0.004590376280248165,0.49373453855514526,382.0,266.0,116.0,0.0,0.6963350772857666,0.0007010202389210463,0.6963350785340314,0.3036649214659686,0.0,0.3036649214659686,1.5957064628601074,0.004427826497703791,0.2591623067855835,0.09677419066429138,0.2592329680919647,0.211361668796636,0.2297241985797882,0.0035542179830372334,0.0036543661262840033,0.33324572443962097,0.9745965600013733,0.00978623516857624,0.0018779542297124863,0.00098085543140769,1.9060457816522103e-06,9.955274435924366e-07,0.0978623479604721,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.10000000149011612,0.1,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.009786726906895638,0.0,0.0,0.0,"[30019, 3642, 3642]",0.0,0.0,0.0,False,5
