seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,contrastive_mode,topology_mode,model_variant,early_stopped,stopped_epoch
0,1.0,0.05887129530310631,0.015885189175605774,0.05887129530310631,0.015891281621796743,0.5,1.0,disabled,dense_alpha_consistency,StableDualBranch,False,3
