seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,10.0,0.1922750473022461,0.10283138155937195,0.17119412124156952,0.09455641657114029,0.4999920725822449,1.0,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,0.3515249192714691,0.3256649672985077,0.3228100836277008,0.9993221163749695,0.0012889666249975562,0.2658747434616089,0.25381332635879517,0.2789461016654968,1.0,0.10000000149011612,0.1002739742398262,0.004347636364400387,1.1751476526260376,42.0,12.0,30.0,340.0,0.2857142984867096,-1.7058281400750275e-06,0.3328463137149811,0.9937295317649841,1.6946371488302248e-06,0.00032511859899386764,0.004410652909427881,1.672536654950818e-06,2.2690115656587295e-05,1.6946371033554897e-05,0.05144388973712921,0.05144388973712921,0.05144388973712921,0.10000000149011612,0.1,weighted_mean,1.0,1.0,1.672536654950818e-06,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,False,40
