seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,num_class_prompt_slots,residual_prompt_count,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,1.0,0.11276174336671829,0.05405220538377762,0.11276174336671829,0.05405220538377762,0.5,1.0,0.2,0.24052631855010986,0.05026315897703171,8,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,5.0,2.0,0.3569659888744354,0.32062897086143494,0.322405070066452,0.9988648891448975,0.0001254875969607383,0.2680880129337311,0.2678643763065338,0.26818370819091797,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,382.0,0.0,0.0,1.6286405324935913,1.0135833024978638,0.23821990191936493,0.24137930572032928,0.23359209299087524,0.211361668796636,0.3809574395418167,0.006960580125451088,0.007154777180403471,0.33631154894828796,0.9980568289756775,0.0,0.0,0.0,0.0,0.0,0.0,0.050142694264650345,0.050142694264650345,0.050142694264650345,0.0,0.0,weighted_mean,1.0,1.0,0.0,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,False,1
