seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_gate_mean,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,70.0,0.3116079866886139,0.2979044497013092,0.3116079866886139,0.29905704259872434,0.47689712047576904,0.9865805506706238,0.2,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[36101, 0, 0]",0.0,0.0,0.0,False,100
1,50.0,0.3049476742744446,0.2952312111854553,0.31208372116088867,0.29806326031684877,0.4853361248970032,0.9990255832672119,0.2,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[36101, 0, 0]",0.0,0.0,0.0,True,90
2,1.0,0.24167460203170776,0.13493834733963012,0.2178877294063568,0.20428511798381804,0.5,1.0,0.2,0.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[36101, 0, 0]",0.0,0.0,0.0,True,40
