seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,1.0,0.05887129530310631,0.015891281621796743,0.05887129530310631,0.015891281621796743,0.49975013732910156,0.9992621541023254,0.2,0.2123338282108307,0.012924667447805405,8,2300,0.0025070090778172016,0.05014017969369888,0.05,0.0012535045389086008,0.4426267147064209,0.9975752830505371,0.0020635442342609167,0.08205373585224152,0.16799545288085938,0.002057197503745556,0.004211871884763241,0.004127088468521833,0.050142694264650345,0.050142694264650345,0.050142694264650345,0.5,0.5,weighted_mean,1.0,0.002057197503745556,0.0,0.0,0.0,"[10556, 1150, 1150]",0.0,0.0,0.00034269504249095917,False,2
