seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,85.0,0.23402923345565796,0.21808646619319916,0.23486429452896118,0.21781374663114547,0.46974486112594604,0.890082061290741,0.2,0.2422610968351364,0.050182655453681946,8,5040,0.06306381523609161,0.06306381523609161,1.0,1.0,0.11413930356502533,0.79999178647995,0.08586891740560532,0.5653608441352844,0.013062725774943829,0.4142701029777527,0.18494735658168793,0.6543219089508057,0.0418444387614727,0.15640032291412354,251.0,219.0,32.0,10.0,0.8725099563598633,0.6846925020217896,0.9395862817764282,0.1794184297323227,5.302452564239502,0.0793137401342392,0.17969053983688354,0.0025137995835393667,0.3588368594646454,0.06529176980257034,0.06338702142238617,0.06719653308391571,0.5,0.5,weighted_mean,1.0,0.17969053983688354,0.0,0.0,0.0,"[217073, 2520, 2520]",0.0,0.0,0.0012203119695186615,False,100
1,20.0,0.2215031385421753,0.20970131754875182,0.22734864056110382,0.2098641276359558,0.4956890940666199,0.9968211650848389,0.2,0.24168428778648376,0.050182655453681946,8,5028,0.05286979675292969,0.05286979675292969,1.0,1.0,0.323657751083374,0.3417069911956787,0.33463525772094727,0.9997736215591431,0.008192457258701324,0.30991068482398987,0.2913226783275604,0.3292312026023865,0.011172843165695667,0.3565077781677246,13.0,10.0,3.0,248.0,0.7692307829856873,0.3382090926170349,0.9953517913818359,0.009942430071532726,0.18785855174064636,0.05376039445400238,0.009953347034752369,0.0028452419210225344,0.009942430071532726,0.05294637009501457,0.0529245026409626,0.052968237549066544,1.0,1.0,weighted_mean,1.0,0.009953347034752369,0.0,0.0,0.0,"[217073, 2514, 2514]",0.0,0.0,0.003728508949279785,True,60
2,95.0,0.2407098114490509,0.23858652114868165,0.23507307469844818,0.23385350108146669,0.4656146168708801,0.8328437209129333,0.2,0.24014613032341003,0.050182655453681946,8,4996,0.06474459171295166,0.06474459171295166,1.0,1.0,0.11792697012424469,0.7580958604812622,0.1239771693944931,0.6456948518753052,0.01210189051926136,0.3738347589969635,0.3045673668384552,0.429851770401001,0.03114372119307518,0.1209549680352211,257.0,235.0,22.0,4.0,0.9143968820571899,0.6146929264068604,0.9191944003105164,0.3710993230342865,10.449066162109375,0.039427801966667175,0.37166815996170044,0.001284008496440947,0.742198646068573,0.06793545931577682,0.06512737274169922,0.07074354588985443,0.5,0.5,weighted_mean,1.0,0.37166815996170044,0.0,0.0,0.0,"[217073, 2498, 2498]",0.0,0.0,0.0011336654424667358,False,100
