seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,num_class_prompt_slots,residual_prompt_count,class_key_proto_init_coverage,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,ce_delta_positive_ratio_train,ce_delta_negative_ratio_train,prompt_helpful_acceptance_precision_train,prompt_harmful_rejection_precision_train,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_receiver_gate_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,receiver_version,prompt_fusion,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,65.0,0.2613186240196228,0.2307244896888733,0.2601867616176605,0.235595640540123,0.48130759596824646,0.9960407614707947,0.2,0.23907895386219025,0.05026315897703171,8,7268,0.05979172885417938,0.05979172885417938,1.0,1.0,1.0,5.0,2.0,1.0,0.00276386016048491,0.995286762714386,0.0019492998253554106,0.028706200420856476,0.002994522452354431,0.20586133003234863,0.18299904465675354,0.23826780915260315,1.0,0.10000000149011612,0.10016510635614395,3.7000128941144794e-05,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4658326804637909,0.008850586600601673,0.981675386428833,0.1666666716337204,0.27615657448768616,0.9624385828807861,0.282973937690258,0.1064746305346489,0.6401364207267761,0.8578569889068604,0.9835569858551025,0.0,0.0,0.0,0.0,0.0,0.0,0.012112944386899471,0.012112944386899471,0.012112944386899471,0.012112944386899471,0.0,0.0,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.0,0.0,0.0,0.0,"[30019, 3634, 3634]",0.0,0.0,0.0,False,80
1,35.0,0.2662705183029175,0.19463264830410482,0.27320316433906555,0.2408313050866127,0.4918171167373657,0.999991238117218,0.2,0.2402631640434265,0.05026315897703171,8,7304,0.05510825663805008,0.05510825663805008,1.0,1.0,1.0,5.0,2.0,1.0,0.09010736644268036,0.8314544558525085,0.07843820005655289,0.5114865303039551,0.0027614485006779432,0.2048121690750122,0.18362131714820862,0.2331019937992096,1.0,0.10000000149011612,0.10021905601024628,2.6973388230544515e-05,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0277676582336426,0.16803038120269775,0.7094240784645081,0.3333333432674408,0.33238837122917175,0.5538593063019053,0.32874009758234024,0.1712750345468521,0.35559651255607605,0.7968523502349854,0.987268328666687,0.0,0.0,0.0,0.0,0.0,0.0,0.011092336848378181,0.011092336848378181,0.011092336848378181,0.011092336848378181,0.0,0.0,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.0,0.0,0.0,0.0,"[30019, 3652, 3652]",0.0,0.0,0.0,True,75
2,5.0,0.26004526019096375,0.09012727290391923,0.25976231694221497,0.0829070929903537,0.4999657869338989,0.9989533424377441,0.2,0.24157895147800446,0.05026315897703171,8,7344,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,5.0,2.0,1.0,0.32688966393470764,0.3290053904056549,0.34410497546195984,0.9997561573982239,0.0006351869669742882,0.26262199878692627,0.20016244053840637,0.2706848978996277,1.0,0.10000000149011612,0.10021786391735077,0.0043150815181434155,0.46849292516708374,382.0,272.0,110.0,0.0,0.7120419144630432,0.0006498438306152821,0.7120418848167539,0.2879581151832461,0.0,0.2879581151832461,1.595715880393982,0.004401302430778742,0.2591623067855835,0.21739129722118378,0.2648497521877289,0.211361668796636,0.2468014881014824,0.0023175536189228296,0.00246114912442863,0.3332229256629944,0.9810670018196106,0.010068876668810844,0.0022406522184610367,0.0009191706776618958,2.274168991789338e-06,9.329201020591427e-07,0.10068875551223755,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.10000000149011612,0.1,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.010069478303194046,0.0,0.0,0.0,"[30019, 3672, 3672]",0.0,0.0,0.0,True,45
