seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,10.0,0.13198652863502502,0.10912620574235916,0.23043771088123322,0.19602110236883163,0.4985819160938263,1.0,True,50
1,4.0,0.17158249020576477,0.08250216781161726,0.18020202219486237,0.16695060953497887,0.49973002076148987,1.0,True,44
2,8.0,0.2649158239364624,0.15621558222919701,0.19744107127189636,0.19393800497055053,0.4985901117324829,1.0,True,48
3,9.0,0.21265992522239685,0.10507113449275493,0.192592591047287,0.18493458926677703,0.49866166710853577,1.0,True,49
4,12.0,0.18505050241947174,0.10187064055353404,0.22303029894828796,0.19116264283657075,0.4983040690422058,1.0,True,52
