seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,1.0,0.05887129530310631,0.015885189175605774,0.05887129530310631,0.015891281621796743,0.5,1.0,0.2,0.2123338282108307,0.012924667447805405,8,2300,0.0025070090778172016,0.05014017969369888,0.05,0.0012535045389086008,0.3543599843978882,0.9975986480712891,0.0,0.07742747664451599,0.12542711198329926,0.0,0.0,0.0038895118050277233,0.050142694264650345,0.050142694264650345,0.050142694264650345,0.0,0.0,weighted_mean,1.0,0.0,0.0,0.0,0.0,"[10556, 1150, 1150]",0.0,0.0,0.0,False,2
