seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,1.0,0.1977715939283371,0.09634367413818837,0.20951054990291595,0.21027190685272218,0.5,1.0,True,41
1,1.0,0.2039395123720169,0.0922773003578186,0.20652607083320618,0.19668600857257842,0.5,1.0,True,41
2,31.0,0.21229605376720428,0.20451168119907379,0.22144846618175507,0.2182428479194641,0.491952121257782,0.9999820590019226,True,71
3,39.0,0.22065261006355286,0.2127690389752388,0.22940708696842194,0.22265776097774506,0.4891705811023712,0.9999709129333496,True,79
4,3.0,0.1820533275604248,0.1006385214626789,0.22144846618175507,0.2154582917690277,0.49960193037986755,1.0,True,43
