seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,67.0,0.31303519010543823,0.29901023805141447,0.3111322522163391,0.2989304780960083,0.47819262742996216,0.9898449778556824,True,107
1,50.0,0.3049476742744446,0.2952312111854553,0.31208372116088867,0.29806326031684877,0.4853361248970032,0.9990255832672119,True,90
2,1.0,0.24167460203170776,0.13493834733963012,0.222645103931427,0.20907174050807953,0.5,1.0,True,41
3,54.0,0.29638439416885376,0.27573026418685914,0.26736441254615784,0.24853007197380067,0.48369866609573364,0.9985035061836243,True,94
4,24.0,0.2526165544986725,0.25091383159160613,0.2859181761741638,0.26680939495563505,0.4947778284549713,0.9999986886978149,True,64
