dataset,seed,target_hetero_ratio_threshold,strategy,pool_ratio,pool_node_ratio,hetero_edge_ratio,hetero_node_ratio_any,target_node_ratio,pool_count,hetero_node_count,overlap_count,precision,recall,f1,iou,score_mean_overlap,score_mean_missed_hetero
chameleon,0,0.75,random,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.5814668423364076,455.0,1324.0,273.0,0.6,0.20619335347432025,0.3069139966273187,0.18127490039840638,0.0,0.0
chameleon,0,0.0,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.9762845849802372,683.0,2223.0,668.0,0.9780380673499268,0.3004948268106163,0.45973847212663455,0.29848078641644327,0.0,0.0
chameleon,0,0.5,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.8880105401844532,683.0,2022.0,600.0,0.8784773060029283,0.29673590504451036,0.44362292051756,0.2850356294536817,0.0,0.0
chameleon,0,0.75,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.5814668423364076,683.0,1324.0,406.0,0.5944363103953147,0.3066465256797583,0.4045839561534629,0.2535915053091818,0.0,0.0
chameleon,0,0.0,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.9762845849802372,114.0,2223.0,114.0,1.0,0.05128205128205128,0.09756097560975609,0.05128205128205128,176.26315307617188,20.14319610595703
chameleon,0,0.5,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.8880105401844532,114.0,2022.0,113.0,0.9912280701754386,0.05588526211671612,0.10580524344569288,0.055857637172516066,176.56637573242188,20.598743438720703
chameleon,0,0.75,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.5814668423364076,114.0,1324.0,54.0,0.47368421052631576,0.04078549848942598,0.07510431154381084,0.03901734104046243,188.12962341308594,20.001575469970703
chameleon,0,0.0,degree,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.9762845849802372,228.0,2223.0,228.0,1.0,0.10256410256410256,0.18604651162790695,0.10256410256410256,131.67105102539062,16.318296432495117
chameleon,0,0.5,degree,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.8880105401844532,228.0,2022.0,219.0,0.9605263157894737,0.1083086053412463,0.19466666666666665,0.10782865583456426,133.07762145996094,16.711591720581055
chameleon,0,0.75,degree,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.5814668423364076,228.0,1324.0,122.0,0.5350877192982456,0.09214501510574018,0.15721649484536085,0.08531468531468532,134.00819396972656,15.98336124420166
chameleon,0,0.0,degree,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.9762845849802372,342.0,2223.0,342.0,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,107.14035034179688,13.787346839904785
chameleon,0,0.5,degree,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.8880105401844532,342.0,2022.0,327.0,0.956140350877193,0.16172106824925817,0.2766497461928934,0.16053019145802652,108.34862518310547,14.067846298217773
chameleon,0,0.75,degree,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.5814668423364076,342.0,1324.0,181.0,0.5292397660818714,0.13670694864048338,0.21728691476590636,0.12188552188552189,109.05525207519531,13.842519760131836
