seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,mean_prompt_edge_weight,prompt_usage_entropy,init_original_x_delta,init_logit_delta,early_stopped,stopped_epoch
0,1.0,0.05887129530310631,0.015885189175605774,0.05887129530310631,0.015891281621796743,0.4997518062591553,0.9999985694885254,0.2,0.2123338282108307,0.012924667447805405,8,2300,0.010028539225459099,0.005014269612729549,0.33326256275177,0.0,0.00011050701141357422,False,3
