seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,36.0,0.17400673031806946,0.16830742359161377,0.209562286734581,0.19859995543956757,0.4901602268218994,0.9999834299087524,True,76
1,29.0,0.20013467967510223,0.18925714492797852,0.1944781094789505,0.1925396978855133,0.4925122857093811,0.9999958872795105,True,69
2,15.0,0.2627609372138977,0.14897474758327006,0.21696969866752625,0.20888935923576354,0.49663451313972473,0.9999993443489075,True,55
3,25.0,0.19959595799446106,0.1618470847606659,0.2048484832048416,0.1882760837674141,0.4938165545463562,0.9999974370002747,True,65
4,6.0,0.17562289535999298,0.07455680929124356,0.19811448454856873,0.17770071774721147,0.4989248514175415,1.0,True,46
