seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,25.0,0.24688738584518433,0.21695345938205718,0.2490096241235733,0.20068895816802979,0.4942895174026489,0.8481816053390503,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.05360808223485947,0.05360808223485947,1.0,0.007606013678014278,0.28376367688179016,0.2837590277194977,0.2837657630443573,0.4551111161708832,0.8608568906784058,0.7966307997703552,2.95756459236145,0.5494881272315979,0.7973137497901917,0.14783084392547607,0.15932615101337433,0.053842704743146896,0.05377141013741493,0.05391400307416916,5.0,5.0,weighted_mean,1.0,0.7973137497901917,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.006917282938957214,True,65
1,45.0,0.2501414716243744,0.20368793606758118,0.2413695603609085,0.1975746512413025,0.4867919981479645,0.9119566082954407,0.2,0.23960526287555695,0.05026315897703171,8,7284,0.05663924664258957,0.05663924664258957,1.0,0.008364810608327389,0.29537150263786316,0.29537057876586914,0.295371949672699,0.4593947231769562,0.8261219263076782,0.46031856536865234,7.927466869354248,0.3837294280529022,0.46078014373779297,0.021808013319969177,0.46031856536865234,0.05746661126613617,0.05680897831916809,0.05812424421310425,1.0,1.0,weighted_mean,1.0,0.46078014373779297,0.0,0.0,0.0,"[30019, 3642, 3642]",0.0,0.0,0.0012424606829881668,True,85
2,10.0,0.2632993757724762,0.13064697068184614,0.2601867616176605,0.19515645876526833,0.49765536189079285,0.9480615258216858,0.2,0.24105262756347656,0.05026315897703171,8,7328,0.025708895176649094,0.05141779035329819,0.5,0.0035321444738656282,0.2747799754142761,0.2747088074684143,0.2748076617717743,0.42152994871139526,0.9711377620697021,0.1500697135925293,0.5836142301559448,0.28475719690322876,0.1501505821943283,0.07325052469968796,0.03001394495368004,0.05145256966352463,0.05144786462187767,0.051457274705171585,5.0,5.0,weighted_mean,1.0,0.1501505821943283,0.0,0.0,0.0,"[30019, 3664, 3664]",0.0,0.0,0.009238503873348236,True,50
