node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
40,3,1.5986229181289673,1.5920910835266113,0.006531834602355957,True,1,0.1550101339817047,0.6666666865348816
44,3,1.5986909866333008,1.5921590328216553,0.006531953811645508,True,1,0.15535925328731537,0.6666666865348816
58,3,1.5988236665725708,1.5922913551330566,0.00653231143951416,True,1,0.1538945585489273,0.6666666865348816
59,1,1.5769026279449463,1.5805206298828125,-0.003618001937866211,False,1,0.1558675915002823,0.6666666865348816
65,1,1.574195146560669,1.5777701139450073,-0.003574967384338379,False,2,0.05435783043503761,0.6666666865348816
71,0,1.585364580154419,1.5858910083770752,-0.00052642822265625,False,1,0.15779317915439606,0.5325704216957092
112,1,1.5769026279449463,1.5805206298828125,-0.003618001937866211,False,1,0.1558675915002823,0.6666666865348816
118,3,1.598812460899353,1.592280387878418,0.006532073020935059,True,1,0.1549416333436966,0.6666666865348816
164,0,1.5638363361358643,1.5638397932052612,-3.4570693969726562e-06,False,1,0.1560436338186264,0.3990175426006317
174,2,1.6110186576843262,1.6127512454986572,-0.0017325878143310547,False,1,0.15900835394859314,0.5786718726158142
195,0,1.5767427682876587,1.576948881149292,-0.00020611286163330078,False,2,0.053760502487421036,0.6666666865348816
205,2,1.617175579071045,1.6186590194702148,-0.0014834403991699219,False,1,0.15898194909095764,0.6666666865348816
216,3,1.5987266302108765,1.5921947956085205,0.006531834602355957,True,1,0.15517282485961914,0.6666666865348816
281,4,1.672957181930542,1.6743438243865967,-0.0013866424560546875,False,1,0.15677650272846222,0.6666666865348816
295,4,1.6725008487701416,1.6738879680633545,-0.0013871192932128906,False,1,0.1597137600183487,0.6666666865348816
329,4,1.6724845170974731,1.6738717555999756,-0.0013872385025024414,False,1,0.15593527257442474,0.6666666865348816
352,1,1.5765165090560913,1.5801516771316528,-0.0036351680755615234,False,2,0.05006495863199234,0.6666666865348816
374,2,1.617323637008667,1.618807077407837,-0.0014834403991699219,False,2,0.054648831486701965,0.6666666865348816
377,2,1.6172974109649658,1.6187807321548462,-0.001483321189880371,False,1,0.15832209587097168,0.6666666865348816
457,2,1.6172678470611572,1.6187515258789062,-0.0014836788177490234,False,1,0.15728400647640228,0.6666666865348816
460,0,1.578353762626648,1.578811526298523,-0.000457763671875,False,1,0.15866698324680328,0.46373048424720764
494,1,1.57645845413208,1.5837500095367432,-0.007291555404663086,False,1,0.16051334142684937,0.6666666865348816
495,4,1.6725168228149414,1.6739039421081543,-0.0013871192932128906,False,1,0.15927967429161072,0.6666666865348816
