seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,gamma,init_adapted_x_delta,init_logit_delta
0,0.05,1.0,0.7170117497444153,0.6887168799127851,0.7214778661727905,0.6931341545922416,0.21042996644973755,0.21052049100399017,0.5790494680404663,0.0008279043831862509,0.010009001940488815,0.0,0.0
1,0.05,20.0,0.7060495615005493,0.6840420407908303,0.7080795764923096,0.6865770220756531,0.18067629635334015,0.17775188386440277,0.6415718197822571,0.004654690623283386,0.010182379744946957,0.0,0.0
2,0.05,1.0,0.6638246178627014,0.6369159477097648,0.6601704955101013,0.6342642903327942,0.21114517748355865,0.2101280391216278,0.5787267684936523,0.0007812597323209047,0.010009001940488815,0.0,0.0
3,0.05,1.0,0.7239139080047607,0.699321814945766,0.7222899198532104,0.6980340480804443,0.2097383737564087,0.21187497675418854,0.5783867239952087,0.0007724852184765041,0.010009001940488815,0.0,0.0
4,0.05,10.0,0.6362159848213196,0.6082579046487808,0.6370280385017395,0.6086066003356662,0.19840241968631744,0.20490038394927979,0.5966972708702087,0.004551540594547987,0.010090622119605541,0.0,0.0
