dataset,seed,selected_message_scale,strategy,direction,threshold,train_acc,val_acc,test_acc,train_pool_acc,val_pool_acc,test_pool_acc,train_pool_accepted_ratio,val_pool_accepted_ratio,test_pool_accepted_ratio,test_pool_fixed,test_pool_broken,test_prediction_change_ratio
chameleon,0,0.0,prompt_off,,,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.0,0.0,0.0,0,0,0.0
chameleon,0,0.0,prompt_on_all_pool,,,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16469037532806396,0,0,0.0
chameleon,0,0.0,oracle_test_upper_bound,,,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.0,0.0,0.0,0,0,0.0
chameleon,0,0.0,oracle_all_splits_upper_bound,,,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.0,0.0,0.0,0,0,0.0
chameleon,0,0.0,train_low_conf_off,low,0.9665436148643494,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16381202638149261,0,0,0.0
chameleon,0,0.0,train_low_margin_off,low,0.9433444738388062,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16381202638149261,0,0,0.0
chameleon,0,0.0,train_high_structural_score,high,0.041729170829057693,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16469037532806396,0,0,0.0
chameleon,0,0.0,train_high_logit_delta,high,0.0,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16469037532806396,0,0,0.0
chameleon,0,0.0,train_high_learned_acceptance,high,0.3037305772304535,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.1642512083053589,0,0,0.0
chameleon,0,0.0,train_low_conf_on,low,0.9665436148643494,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16381202638149261,0,0,0.0
chameleon,0,0.0,train_low_margin_on,low,0.9433444738388062,0.8519999980926514,0.4333333373069763,0.342035174369812,0.8519999980926514,0.4571428596973419,0.34933334589004517,0.10979358851909637,0.015371101908385754,0.16381202638149261,0,0,0.0
chameleon,1,1.0,prompt_off,,,0.8840000033378601,0.4266666769981384,0.37879595160484314,0.8840000033378601,0.3333333432674408,0.4162162244319916,0.0,0.0,0.0,0,0,0.0
chameleon,1,1.0,prompt_on_all_pool,,,0.871999979019165,0.4399999976158142,0.37133723497390747,0.871999979019165,0.3888888955116272,0.37837839126586914,0.10979358851909637,0.015810277312994003,0.1624945104122162,14,28,0.05114544555544853
chameleon,1,1.0,oracle_test_upper_bound,,,0.8840000033378601,0.4266666769981384,0.3862546682357788,0.8840000033378601,0.3333333432674408,0.454054057598114,0.0,0.0,0.0061484407633543015,14,0,0.007458710577338934
chameleon,1,1.0,oracle_all_splits_upper_bound,,,0.9120000004768372,0.4466666579246521,0.3862546682357788,0.9120000004768372,0.4166666567325592,0.454054057598114,0.0030742203816771507,0.0013175230706110597,0.0061484407633543015,14,0,0.007458710577338934
chameleon,1,1.0,train_low_conf_off,low,0.35290902853012085,0.8799999952316284,0.4399999976158142,0.37133723497390747,0.8799999952316284,0.3888888955116272,0.37837839126586914,0.06280193477869034,0.012296881526708603,0.13438735902309418,14,28,0.05114544555544853
chameleon,1,1.0,train_low_margin_off,low,0.000843733549118042,0.8840000033378601,0.4333333373069763,0.37773042917251587,0.8840000033378601,0.3611111044883728,0.41081079840660095,0.0004391743568703532,0.0008783487137407064,0.004830917809158564,0,2,0.002663825172930956
chameleon,1,1.0,train_high_structural_score,high,0.9381946921348572,0.8840000033378601,0.4266666769981384,0.37879595160484314,0.8840000033378601,0.3333333432674408,0.4162162244319916,0.0004391743568703532,0.0004391743568703532,0.0013175230706110597,0,0,0.0
chameleon,1,1.0,train_high_logit_delta,high,0.30551183223724365,0.9039999842643738,0.4266666769981384,0.3782631754875183,0.9039999842643738,0.3333333432674408,0.41351351141929626,0.014931928366422653,0.0017566974274814129,0.007905138656497002,0,1,0.002131060231477022
chameleon,1,1.0,train_high_learned_acceptance,high,0.2896217703819275,0.8840000033378601,0.4266666769981384,0.37773042917251587,0.8840000033378601,0.3333333432674408,0.41081079840660095,0.021080369129776955,0.0021958716679364443,0.010540184564888477,0,2,0.002663825172930956
chameleon,1,1.0,train_low_conf_on,low,0.21545925736427307,0.8840000033378601,0.4266666769981384,0.3798614740371704,0.8840000033378601,0.3333333432674408,0.4216216206550598,0.0004391743568703532,0.0,0.0026350461412221193,2,0,0.001065530115738511
chameleon,1,1.0,train_low_margin_on,low,0.536105215549469,0.871999979019165,0.4399999976158142,0.37133723497390747,0.871999979019165,0.3888888955116272,0.37837839126586914,0.10979358851909637,0.015810277312994003,0.1624945104122162,14,28,0.05114544555544853
chameleon,2,2.0,prompt_off,,,0.8240000009536743,0.35333332419395447,0.3303143382072449,0.8240000009536743,0.27586206793785095,0.36220473051071167,0.0,0.0,0.0,0,0,0.0
chameleon,2,2.0,prompt_on_all_pool,,,0.828000009059906,0.3733333349227905,0.3335109353065491,0.828000009059906,0.37931033968925476,0.3779527544975281,0.10979358851909637,0.012736055999994278,0.16732542216777802,33,27,0.07458710670471191
chameleon,2,2.0,oracle_test_upper_bound,,,0.8240000009536743,0.35333332419395447,0.3478955924510956,0.8240000009536743,0.27586206793785095,0.4488188922405243,0.0,0.0,0.014492753893136978,33,0,0.01758124679327011
chameleon,2,2.0,oracle_all_splits_upper_bound,,,0.871999979019165,0.3733333349227905,0.3478955924510956,0.871999979019165,0.37931033968925476,0.4488188922405243,0.005270092282444239,0.0013175230706110597,0.014492753893136978,33,0,0.01758124679327011
chameleon,2,2.0,train_low_conf_off,low,0.36048272252082825,0.843999981880188,0.3733333349227905,0.3335109353065491,0.843999981880188,0.37931033968925476,0.3779527544975281,0.07685551047325134,0.010979359038174152,0.1462450623512268,33,27,0.07458710670471191
chameleon,2,2.0,train_low_margin_off,low,0.02533889375627041,0.8360000252723694,0.3733333349227905,0.33297815918922424,0.8360000252723694,0.37931033968925476,0.37532809376716614,0.02591128647327423,0.007465964183211327,0.0953008309006691,30,25,0.06925945729017258
