seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,structural_neighbor_var_norm,structural_degree_mean,structural_similarity_mean,gamma,init_adapted_x_delta,init_logit_delta
0,0.1,1.0,0.5007648468017578,0.5000234047571818,0.4994391202926636,0.49842047691345215,0.2701595723628998,0.2720494270324707,0.45779097080230713,0.004318974446505308,0.0026720701716840267,0.25192856788635254,0.5057699084281921,0.010027032345533371,0.0,0.0
1,0.1,1.0,0.5939220786094666,0.5614055196444193,0.5939220786094666,0.5614055196444193,0.25822487473487854,0.26605358719825745,0.4757215082645416,0.0013013046700507402,0.002875296864658594,0.25192856788635254,0.9091088175773621,0.010027032345533371,0.0,0.0
2,0.1,1.0,0.5286559462547302,0.4596242507298787,0.5285029411315918,0.45939095815022785,0.26741889119148254,0.27136021852493286,0.4612208902835846,0.004330884665250778,0.0024236789904534817,0.25192856788635254,0.5669786334037781,0.010027032345533371,0.0,0.0
3,0.1,1.0,0.638129711151123,0.6357962489128113,0.637772798538208,0.6355312863985697,0.2610160708427429,0.27163708209991455,0.4673469066619873,0.002038939157500863,0.0018172763520851731,0.25192856788635254,0.8964005708694458,0.010027032345533371,0.0,0.0
4,0.1,1.0,0.6978890299797058,0.6863464911778768,0.6979400515556335,0.6864505211512247,0.2642340064048767,0.2660447657108307,0.469721257686615,0.002413417911157012,0.0016888719983398914,0.25192856788635254,0.8747919797897339,0.010027032345533371,0.0,0.0
