seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,num_class_prompt_slots,residual_prompt_count,class_key_proto_init_coverage,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,ce_delta_positive_ratio_train,ce_delta_negative_ratio_train,prompt_helpful_acceptance_precision_train,prompt_harmful_rejection_precision_train,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_receiver_gate_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,receiver_version,prompt_fusion,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch,diagnostic_message_scale,utility_mean_delta_ce,utility_positive_delta_ratio,utility_mean_ce_no_prompt,utility_mean_ce_prompt,utility_acceptance_delta_correlation,utility_structural_score_delta_correlation
0,10.0,0.19397284090518951,0.10270304083824158,0.14997170865535736,0.09243428558111191,0.49997133016586304,0.9988071918487549,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,5.0,2.0,1.0,0.3314233720302582,0.33627963066101074,0.33229702711105347,0.9999808073043823,0.0012889666249975562,0.23435695469379425,0.10817956924438477,0.27278515696525574,1.0,0.10000000149011612,0.1002739742398262,0.0017004432156682014,0.500296413898468,382.0,267.0,115.0,0.0,0.698952853679657,0.000859003746882081,0.6989528795811518,0.3010471204188482,0.0,0.3010471204188482,1.5946741104125977,0.01834132708609104,0.2329842895269394,0.21212121844291687,0.229078009724617,0.21165989431313073,0.22527432069182396,0.0042078192345798016,0.004301535431295633,0.3332887291908264,0.9724753499031067,0.012087605893611908,0.0018224717350676656,0.0007560643134638667,1.8773903320834506e-06,7.788476636960695e-07,0.12087605893611908,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.10000000149011612,0.1,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.012088097631931305,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.1,0.00018821368576027453,0.7120419144630432,1.6139789819717407,1.61379075050354,-0.014648286625742912,-0.03262763470411301
0,10.0,0.19552914798259735,0.10226092934608459,0.1535087674856186,0.09294402152299881,0.499971866607666,0.9917503595352173,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,5.0,2.0,1.0,0.3327244222164154,0.3365684151649475,0.3307071328163147,0.9999750256538391,0.0012889666249975562,0.23374898731708527,0.10799858719110489,0.27281415462493896,1.0,0.10000000149011612,0.1002739742398262,0.0016735688550397754,0.5004316568374634,382.0,267.0,115.0,0.0,0.698952853679657,0.0022847845684736967,0.6989528795811518,0.3010471204188482,0.0,0.3010471204188482,1.5945039987564087,0.018362021073698997,0.2408376932144165,0.1818181872367859,0.2361702173948288,0.2178993975466357,0.22491196915507317,0.004204288590699434,0.004303919151425362,0.33333274722099304,0.9724195003509521,0.033671487122774124,0.0024923975579440594,0.000981382792815566,6.418759767257143e-06,2.527390051909606e-06,0.1346859484910965,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.25,0.25,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.03367307782173157,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.25,0.0010817100992426276,0.7120419144630432,1.6139806509017944,1.6128989458084106,0.49018487334251404,-0.030517466366291046
0,10.0,0.19623656570911407,0.10081337515730411,0.1646859049797058,0.0952750638127327,0.4999716281890869,0.9745079278945923,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,5.0,2.0,1.0,0.33225807547569275,0.3357938230037689,0.33194810152053833,0.9999867677688599,0.0012889665085822344,0.23184682428836823,0.10490406304597855,0.2726376950740814,1.0,0.10000000149011612,0.1002739742398262,0.0015429299091920257,0.4925263822078705,382.0,269.0,113.0,0.0,0.7041884660720825,0.004984494764357805,0.7041884816753927,0.29581151832460734,0.0,0.29581151832460734,1.594514012336731,0.0184918399900198,0.2408376932144165,0.1818181872367859,0.22836878895759583,0.2145149160190524,0.2249694988131523,0.004026091657578945,0.004105306696146727,0.3333333432674408,0.9725112318992615,0.0704900324344635,0.002858360530808568,0.0010323161259293556,1.4722472769790329e-05,5.317120212566806e-06,0.140980064868927,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.5,0.5,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.0704936534166336,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.5,0.003982002381235361,0.7041884660720825,1.6139806509017944,1.6099984645843506,0.5639898180961609,-0.021275348961353302
0,10.0,0.20189586281776428,0.10991802290081978,0.17161856591701508,0.10841484963893891,0.49997228384017944,0.9404067993164062,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,5.0,2.0,1.0,0.33151936531066895,0.33633679151535034,0.3321438431739807,0.9999806880950928,0.0012889666249975562,0.22997434437274933,0.1026119664311409,0.2725115418434143,1.0,0.10000000149011612,0.1002739742398262,0.0014469869202002883,0.5049526691436768,377.0,263.0,114.0,5.0,0.6976127028465271,0.009779826737940311,0.7015706806282722,0.31151832460732987,0.0,0.30238726790450926,1.5944234132766724,0.01901242695748806,0.21989528834819794,0.21212121844291687,0.22978723049163818,0.2116380921860813,0.2250184416770935,0.0039770775474607944,0.004058269318193197,0.3333252966403961,0.9724629521369934,0.14491340517997742,0.003116114065051079,0.0009521085303276777,3.210015711374581e-05,9.807994501898065e-06,0.14491340517997742,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,1.0,1.0,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.144921213388443,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,1.0,0.012153586372733116,0.717277467250824,1.6139806509017944,1.6018271446228027,0.5352649092674255,-0.02259274385869503
1,1.0,0.17642897367477417,0.06297479597851634,0.18067346513271332,0.09113198816776276,0.5,0.9997209906578064,0.2,0.24052631855010986,0.05026315897703171,8,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,5.0,2.0,1.0,0.33470234274864197,0.32188284397125244,0.343414843082428,0.9996774196624756,0.0001254875969607383,0.2680748403072357,0.2678465247154236,0.2681800425052643,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6091760396957397,9.560584658174776e-06,0.2565445005893707,0.06666667014360428,0.23375706374645233,0.20978777182202465,0.23094933480024338,0.002418988849967718,0.0024760726373642683,0.3333333432674408,0.9768753051757812,0.003813074203208089,0.0013982077362015843,0.0,1.4023660241946345e-06,0.0,0.0381307378411293,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.10000000149011612,0.1,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.0038135163486003876,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,0.1,0.0004105939297005534,0.7120419144630432,1.6089054346084595,1.6084949970245361,0.658328115940094,-0.11470978707075119
1,1.0,0.17642897367477417,0.06297479597851634,0.1771363914012909,0.09021655023097992,0.5,0.9983985424041748,0.2,0.24052631855010986,0.05026315897703171,8,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,5.0,2.0,1.0,0.33470234274864197,0.32188284397125244,0.343414843082428,0.9996774196624756,0.0001254875969607383,0.2680748403072357,0.2678465247154236,0.2681800425052643,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6091760396957397,9.560584658174776e-06,0.2565445005893707,0.06666667014360428,0.23375706374645233,0.20978777182202465,0.23094933480024338,0.002418988849967718,0.0024760726373642683,0.3333333432674408,0.9768753051757812,0.009538996033370495,0.001404294860549271,0.0,3.5211778595112264e-06,0.0,0.03815598413348198,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.25,0.25,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.009540105238556862,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,0.25,0.0024505092296749353,0.7120419144630432,1.608905553817749,1.606454849243164,0.6379261016845703,-0.16062171757221222
1,45.0,0.17501415312290192,0.08858290612697602,0.1771363914012909,0.06721969097852706,0.5000016093254089,0.9693593978881836,0.2,0.23960526287555695,0.05026315897703171,8,7284,0.05663924664258957,0.05663924664258957,1.0,1.0,1.0,5.0,2.0,1.0,0.3434693217277527,0.32783499360084534,0.32869571447372437,0.9997789859771729,0.0028459583409130573,0.47279199957847595,0.007510080002248287,0.8284398317337036,1.0,0.10000000149011612,0.10049423575401306,0.049685586243867874,0.3071116507053375,382.0,272.0,110.0,0.0,0.7120419144630432,0.0051027401350438595,0.7120418848167539,0.2879581151832461,0.9090909090909091,0.5555555555555556,1.6492373943328857,1.110597848892212,0.23821990191936493,0.1304347813129425,0.2358757108449936,0.211361668796636,0.23182523250579834,0.04515155777335167,0.08695701509714127,0.3931514322757721,0.92865389585495,0.06766574084758759,0.001981699373573065,0.0001537038042442873,1.131924000219442e-05,8.779385325397016e-07,0.13533148169517517,0.011423771269619465,0.011423771269619465,0.011423771269619465,0.011423771269619465,0.5,0.5,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.06766878813505173,0.0,0.0,0.0,"[30019, 3642, 3642]",0.0,0.0,0.0,False,80,0.5,0.0018541216850280762,0.7120419144630432,1.6110625267028809,1.6092084646224976,0.6467990279197693,-0.015425938181579113
1,1.0,0.1799660474061966,0.06905146278440952,0.1970854550600052,0.1101872444152832,0.5,0.9856792092323303,0.2,0.24052631855010986,0.05026315897703171,8,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,5.0,2.0,1.0,0.33470234274864197,0.32188284397125244,0.343414843082428,0.9996774196624756,0.0001254875969607383,0.2680748403072357,0.2678465247154236,0.2681800425052643,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6091760396957397,9.560584658174776e-06,0.2565445005893707,0.06666667014360428,0.23375706374645233,0.20978777182202465,0.23094933480024338,0.002418988849967718,0.0024760726373642683,0.3333333432674408,0.9768753051757812,0.03819552809000015,0.001415967009961605,0.0,1.4201781596057117e-05,0.0,0.03819552809000015,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,1.0,1.0,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.038200005888938904,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,1.0,0.01241858210414648,0.7120419144630432,1.608905553817749,1.596487045288086,0.5711647868156433,-0.09354442358016968
2,5.0,0.26004526019096375,0.09012727290391923,0.25976231694221497,0.0829070929903537,0.4999657869338989,0.9989533424377441,0.2,0.24157895147800446,0.05026315897703171,8,7344,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,5.0,2.0,1.0,0.32688966393470764,0.3290053904056549,0.34410497546195984,0.9997561573982239,0.0006351869669742882,0.26262199878692627,0.20016244053840637,0.2706848978996277,1.0,0.10000000149011612,0.10021786391735077,0.0043150815181434155,0.46849292516708374,382.0,272.0,110.0,0.0,0.7120419144630432,0.0006498438306152821,0.7120418848167539,0.2879581151832461,0.0,0.2879581151832461,1.595715880393982,0.004401302430778742,0.2591623067855835,0.21739129722118378,0.2648497521877289,0.211361668796636,0.2468014881014824,0.0023175522219389677,0.0024611451663076878,0.3332229256629944,0.9810670018196106,0.010068876668810844,0.0022406522184610367,0.0009191706776618958,2.274168991789338e-06,9.329201020591427e-07,0.10068875551223755,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.10000000149011612,0.1,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.010069478303194046,0.0,0.0,0.0,"[30019, 3672, 3672]",0.0,0.0,0.0,True,45,0.1,0.00022407602227758616,0.7120419144630432,1.5986443758010864,1.598420262336731,0.44659584760665894,0.0803544744849205
2,5.0,0.26004526019096375,0.09012727290391923,0.25976231694221497,0.0829070929903537,0.4999663233757019,0.9940183162689209,0.2,0.24157895147800446,0.05026315897703171,8,7344,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,5.0,2.0,1.0,0.32691600918769836,0.3289531171321869,0.34413090348243713,0.9997554421424866,0.0006351869669742882,0.26240137219429016,0.19959968328475952,0.2706834673881531,1.0,0.10000000149011612,0.10021786391735077,0.004305869806557894,0.4685317575931549,382.0,272.0,110.0,0.0,0.7120419144630432,0.0017547074239701033,0.7120418848167539,0.2879581151832461,0.0,0.2879581151832461,1.5957163572311401,0.004416537471115589,0.2591623067855835,0.21739129722118378,0.2648497521877289,0.211361668796636,0.24693511426448822,0.002329867100343108,0.002474180655553937,0.3332316279411316,0.9811027646064758,0.026264581829309464,0.00268855644389987,0.0005952608771622181,6.821933311584871e-06,1.5104127442100435e-06,0.10505832731723785,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.25,0.25,layernorm,v2_conditioned,residual_gate,1.0,1.0,0.02626650407910347,0.0,0.0,0.0,"[30019, 3672, 3672]",0.0,0.0,0.0,True,45,0.25,0.0017797306645661592,0.7120419144630432,1.598644495010376,1.5968647003173828,0.520699143409729,0.09867370128631592
