seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,2.0,0.11175675690174103,0.04526467560790479,0.1158108115196228,0.05464627919718623,0.5004952549934387,0.9983246326446533,0.2,0.20565789937973022,0.00657894741743803,8,6252,0.005028072278946638,0.05028071999549866,0.1,1.0,0.3620678782463074,0.31933438777923584,0.3185977339744568,0.9983311295509338,0.0006787660531699657,0.26999056339263916,0.26989680528640747,0.2700345814228058,0.34149792790412903,0.9989295601844788,0.003726918250322342,0.07402140647172928,0.16288119554519653,0.003722219495102763,0.008190604858100414,0.003726918250322342,0.05028574913740158,0.050285760313272476,0.05028573423624039,1.0,1.0,weighted_mean,1.0,0.003722219495102763,0.0,0.0,0.0,"[30019, 3126, 3126]",0.0,0.0,0.0012838244438171387,False,3
