seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,structural_neighbor_var_norm,structural_degree_mean,structural_similarity_mean,structural_cache_hit,gamma,init_adapted_x_delta,init_logit_delta
0,0.35,1.0,0.1326599270105362,0.1099580131471157,0.1365656554698944,0.10955854579806328,0.32984426617622375,0.33114922046661377,0.33900654315948486,0.016448576003313065,0.008522391319274902,0.16182848811149597,0.28621670603752136,1.0,0.0502086877822876,0.0,0.0
1,0.35,10.0,0.16619528830051422,0.08510558558627963,0.16808080673217773,0.0851395602338016,0.294023722410202,0.2841288149356842,0.42184746265411377,0.07451239228248596,0.008694477379322052,0.16182848811149597,0.25862807035446167,1.0,0.05214681848883629,0.0,0.0
2,0.35,1.0,0.26343435049057007,0.1711639754474163,0.260471373796463,0.15918614021502436,0.32949647307395935,0.32895442843437195,0.3415491282939911,0.01573009416460991,0.008686389774084091,0.16182848811149597,0.2684285640716553,1.0,0.0502086877822876,0.0,0.0
3,0.35,20.0,0.2133333384990692,0.11143633034080266,0.21090908348560333,0.1466913104057312,0.19136953353881836,0.20880122482776642,0.5998292565345764,0.07454580068588257,0.008595787920057774,0.16182848811149597,0.27070537209510803,1.0,0.05449594557285309,0.0,0.0
4,0.35,30.0,0.18289561569690704,0.10141937313601375,0.18235690891742706,0.11533930152654648,0.18983280658721924,0.19235387444496155,0.6178132891654968,0.0898454487323761,0.008638788014650345,0.16182848811149597,0.2748156189918518,1.0,0.056946106255054474,0.0,0.0
