seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,29.0,0.29400572180747986,0.27293622195720674,0.2863939106464386,0.2684184193611145,0.4940912425518036,0.9999867081642151,True,69
1,39.0,0.29923883080482483,0.2901627033948898,0.29162701964378357,0.27892920970916746,0.49156811833381653,0.9999157190322876,True,79
2,19.0,0.25071361660957336,0.23462370783090591,0.2502378821372986,0.2464098334312439,0.4965928792953491,0.9999986886978149,True,59
3,188.0,0.31731683015823364,0.30467523634433746,0.3211227357387543,0.31090758442878724,0.4398755431175232,0.7877375483512878,True,228
4,40.0,0.24500475823879242,0.2326424553990364,0.2526165544986725,0.22886458039283752,0.4909484386444092,0.9998624324798584,True,80
