seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,gamma,init_adapted_x_delta,init_logit_delta
0,0.05,1.0,0.05887129530310631,0.015885189175605774,0.05887129530310631,0.015891281621796743,0.21042996644973755,0.21052049100399017,0.5790494680404663,0.0006918975268490613,0.010009001940488815,0.0,0.0
