seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,245.0,0.39389148354530334,0.38880335291226703,0.3795125484466553,0.367071012655894,0.2782561480998993,0.8058082461357117,True,285
1,401.0,0.5130532383918762,0.496670663356781,0.49694064259529114,0.47670820355415344,0.1712195724248886,0.7545915246009827,True,441
2,481.0,0.4890883266925812,0.4767763912677765,0.4924026131629944,0.4857751826445262,0.1680954098701477,0.7975947856903076,False,500
3,447.0,0.48042014241218567,0.4470388243595759,0.48883336782455444,0.45593776802221936,0.20294499397277832,0.7425944805145264,True,487
4,444.0,0.376045286655426,0.37860068678855896,0.36146238446235657,0.3590012590090434,0.13448217511177063,0.7722553610801697,True,484
