seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_gate_mean,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,1.0,0.2031436562538147,0.09920828128233553,0.2043374478816986,0.18988044559955597,0.5,1.0,0.2,0.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 0, 0]",0.0,0.0,0.0,True,40
1,10.0,0.22025467455387115,0.13365017785690725,0.20871467888355255,0.19837096333503723,0.49804744124412537,1.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 0, 0]",0.0,0.0,0.0,True,50
2,25.0,0.22363708913326263,0.17523986399173735,0.22562673687934875,0.21821516752243042,0.49405696988105774,0.9999877214431763,0.2,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 0, 0]",0.0,0.0,0.0,True,65
