seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,use_class_aware_routing,use_pattern_prompt_bank,use_receiver_only_prompt,use_benefit_gate,num_class_prompt_slots,residual_prompt_count,class_key_proto_init_coverage,pattern_key_init_coverage,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,acceptance_score_delta_mean,ce_delta_positive_ratio_train,ce_delta_negative_ratio_train,prompt_helpful_acceptance_precision_train,prompt_harmful_rejection_precision_train,prompt_benefit_supervision,benefit_supervised_count,benefit_positive_count,benefit_negative_count,benefit_ignored_count,mean_delta_ce_train_pool,positive_delta_ratio_train_pool,benefit_weight_delta_corr_train,benefit_label_strategy_quantile,benefit_quantile_fraction,benefit_positive_threshold,benefit_negative_threshold,benefit_delta_eps,prompt_correction_loss,prompt_anti_harm_loss,prompt_correction_supervised_count,prompt_correction_harmful_count,prompt_correction_target_norm,prompt_delta_logit_norm,prompt_delta_logit_label_alignment,harmful_prompt_delta_ratio,prompt_message_help_loss,class_balanced_mean_delta_ce,class_balanced_positive_delta_ratio,message_help_supervised_count,message_help_class_count,message_help_margin,message_help_class_balanced,benefit_gate_mean,benefit_gate_min,benefit_gate_max,use_hard_receive_gate,hard_receive_ratio,hard_receive_selected_ratio,receive_gate_mean,receive_gate_min,receive_gate_max,class_route,key_proto,class_router_hit_rate_train,class_router_hit_rate_val,class_router_hit_rate_test,prompt_label_purity_train,residual_prompt_usage_ratio,same_class_route_compactness,different_class_route_separation,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,correction_norm,node_to_prompt_update_norm,raw_prompt_update_norm,unbounded_prompt_update_norm,prompt_update_clip_ratio,bounded_correction_clip_ratio,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_receiver_gate_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,bounded_prompt_update,max_prompt_update_norm,prompt_update_bound_mode,receiver_version,prompt_fusion,pool_only_prompt_update,zero_init_prompt_messages,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch,diagnostic_message_scale,utility_mean_delta_ce,utility_positive_delta_ratio,utility_mean_ce_no_prompt,utility_mean_ce_prompt,utility_acceptance_delta_correlation,utility_structural_score_delta_correlation
0,10.0,0.19524617493152618,0.10242773294448852,0.1601584553718567,0.09406971782445908,0.5000189542770386,0.9952939748764038,0.2,0.24013157188892365,0.05026315897703171,16,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.33341261744499207,0.34093165397644043,0.3256557285785675,0.9998310804367065,0.0012889666249975562,0.2743189036846161,0.26907479763031006,0.2908928692340851,1.0,0.10000000149011612,0.1002739742398262,0.00597219355404377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.1002739742398262,0.0,1.0000001192092896,1.5956412553787231,0.03200418874621391,0.2591623067855835,0.12121212482452393,0.2645390033721924,0.211361668796636,0.582621943205595,0.005070069804787636,0.005514741875231266,0.254702091217041,0.9894236922264099,0.02970212884247303,0.05770350992679596,0.0007483788067474961,5.944235817878507e-05,5.944235817878507e-05,7.70930569160555e-07,0.2970212697982788,0.02970212884247303,0.0,0.0,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.10000000149011612,0.1,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.029702220112085342,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.1,0.0008065329166129231,0.7120419144630432,1.6134804487228394,1.6126738786697388,-0.16409339010715485,-0.028099916875362396
0,10.0,0.1960950791835785,0.10171568095684051,0.16539332270622253,0.09395647495985031,0.499738484621048,0.9888152480125427,0.2,0.24013157188892365,0.05026315897703171,16,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.3290430009365082,0.34872496128082275,0.3222320079803467,0.9994073510169983,0.0012889666249975562,0.31377896666526794,0.2705754339694977,0.3959622383117676,1.0,0.10000000149011612,0.1002739742398262,0.013497491367161274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.1002739742398262,0.0,1.0000001192092896,1.5973039865493774,0.05655348300933838,0.20942407846450806,0.1818181872367859,0.2666666805744171,0.217815100847267,0.5791708379983902,0.012452121824026108,0.012931440956890583,0.25079619884490967,0.9892223477363586,0.05000000819563866,0.06104326620697975,0.00037843530299142003,9.721647074911743e-05,9.721647074911743e-05,7.134946145015419e-07,0.3195953965187073,0.07989884912967682,1.0,1.0,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.25,0.25,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.05000000819563866,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.25,0.001840384560637176,0.7120419144630432,1.6136207580566406,1.6117804050445557,-0.03877851739525795,-0.024160318076610565
0,10.0,0.1960950791835785,0.10171325206756592,0.1639784872531891,0.09435540586709976,0.49989578127861023,0.9889202117919922,0.2,0.24013157188892365,0.05026315897703171,16,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.3297448754310608,0.3434533178806305,0.32680174708366394,0.9997643232345581,0.0012889665085822344,0.34242117404937744,0.2681291699409485,0.5071788430213928,1.0,0.10000000149011612,0.1002739742398262,0.018253151327371597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.1002739742398262,0.0,1.0000001192092896,1.5972895622253418,0.04796961694955826,0.2591623067855835,0.12121212482452393,0.2645390033721924,0.211361668796636,0.5755844637751579,0.008855598047375679,0.009282940067350864,0.24937885999679565,0.9884954690933228,0.05000000819563866,0.06252527236938477,0.0003687337157316506,9.656693146098405e-05,9.656693146098405e-05,6.788263817725237e-07,0.3291088342666626,0.1645544171333313,1.0,1.0,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.5,0.5,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.05000000819563866,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,0.5,0.0017968893516808748,0.7120419144630432,1.613784909248352,1.6119879484176636,-0.2203121930360794,-0.019940853118896484
0,10.0,0.19623656570911407,0.1017745167016983,0.1618562489748001,0.09408403187990189,0.500031054019928,0.9889631271362305,0.2,0.24013157188892365,0.05026315897703171,16,7300,0.025708895176649094,0.05141779035329819,0.5,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.3314191699028015,0.34585341811180115,0.32272738218307495,0.9996019601821899,0.0012889665085822344,0.3485700786113739,0.26848462224006653,0.53178870677948,1.0,0.10000000149011612,0.1002739742398262,0.018503164872527122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.1002739742398262,0.0,1.0000001192092896,1.5978666543960571,0.03706773370504379,0.2591623067855835,0.12121212482452393,0.2645390033721924,0.21156237049316204,0.5698355212807655,0.00822759885340929,0.008809220977127552,0.24959860742092133,0.9874708652496338,0.05000000819563866,0.063407763838768,0.0004004936199635267,9.627635881770402e-05,9.627635881770402e-05,7.219670123959077e-07,0.33452266454696655,0.33452266454696655,1.0,1.0,0.01030134130269289,0.01030134130269289,0.01030134130269289,0.01030134130269289,1.0,1.0,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.05000000819563866,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0,True,50,1.0,0.0017274842830374837,0.7120419144630432,1.6138914823532104,1.6121639013290405,-0.24027323722839355,-0.021440131589770317
1,1.0,0.17642897367477417,0.06297479597851634,0.17954160273075104,0.09143292605876922,0.5,0.9994054436683655,0.2,0.24052631855010986,0.05026315897703171,16,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.31146469712257385,0.3232080638408661,0.36532723903656006,0.9978348016738892,0.0001254875969607383,0.2695316970348358,0.2695316672325134,0.2695316672325134,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10010940581560135,0.0,1.0000001192092896,1.609429121017456,1.106262243411038e-05,0.27225130796432495,0.2666666805744171,0.2605932056903839,0.2155396363063843,0.5422403663396835,0.004379499703645706,0.00453544408082962,0.24999943375587463,0.9823610186576843,0.009651334956288338,0.02001293934881687,0.0,2.0072460756637156e-05,2.0072460756637156e-05,0.0,0.09651334583759308,0.009651334956288338,0.0,0.0,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.10000000149011612,0.1,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.009651264175772667,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,0.1,0.0008563261944800615,0.7120419144630432,1.6087909936904907,1.6079347133636475,-0.36281806230545044,-0.04460085928440094
1,1.0,0.1762874871492386,0.062458034791052344,0.1762874871492386,0.09046784043312073,0.5,0.9963930249214172,0.2,0.24052631855010986,0.05026315897703171,16,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.31146469712257385,0.3232080638408661,0.36532723903656006,0.9978348016738892,0.0001254875969607383,0.2695316970348358,0.2695316672325134,0.2695316672325134,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10010940581560135,0.0,1.0000001192092896,1.609429121017456,1.106262243411038e-05,0.27225130796432495,0.2666666805744171,0.2605932056903839,0.2155396363063843,0.5422403663396835,0.004379499703645706,0.00453544408082962,0.24999943375587463,0.9823610186576843,0.024135012179613113,0.02002018317580223,0.0,5.0199309043819085e-05,5.0199309043819085e-05,0.0,0.09654004871845245,0.024135012179613113,0.0,0.0,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.25,0.25,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.024134855717420578,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,0.25,0.0017497333465144038,0.7120419144630432,1.6088886260986328,1.6071388721466064,-0.42099007964134216,-0.04064612463116646
1,1.0,0.1762874871492386,0.062464325316250326,0.17756083607673645,0.09113406836986541,0.5,0.9882183074951172,0.2,0.24052631855010986,0.05026315897703171,16,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.31146469712257385,0.3232080638408661,0.36532723903656006,0.9978348016738892,0.0001254875969607383,0.2695316970348358,0.2695316672325134,0.2695316672325134,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10010940581560135,0.0,1.0000001192092896,1.609429121017456,1.106262243411038e-05,0.27225130796432495,0.2666666805744171,0.2605932056903839,0.2155396363063843,0.5422403663396835,0.004379499703645706,0.00453544408082962,0.24999943375587463,0.9823610186576843,0.045429572463035583,0.020017744973301888,0.0,9.403970034327358e-05,9.403970034327358e-05,0.0,0.09653346240520477,0.048266731202602386,0.5,0.5,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.5,0.5,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.04542943090200424,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,0.5,0.0016930400161072612,0.7120419144630432,1.6088800430297852,1.607187032699585,-0.37948277592658997,-0.04032662510871887
1,1.0,0.17642897367477417,0.06268510036170483,0.17727787792682648,0.09083836376667023,0.5,0.9863463640213013,0.2,0.24052631855010986,0.05026315897703171,16,7312,0.0025070090778172016,0.05014017969369888,0.05,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.31146469712257385,0.3232080638408661,0.36532723903656006,0.9978348016738892,0.0001254875969607383,0.2695316970348358,0.2695316672325134,0.2695316672325134,1.0,0.10000000149011612,0.10010940581560135,0.004752920474857092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10010940581560135,0.0,1.0000001192092896,1.609429121017456,1.106262243411038e-05,0.27225130796432495,0.2666666805744171,0.2605932056903839,0.2155396363063843,0.5422403663396835,0.004379499703645706,0.00453544408082962,0.24999943375587463,0.9823610186576843,0.05000000819563866,0.020017080008983612,0.0,0.00010256750829285011,0.00010256750829285011,0.0,0.0965319499373436,0.0965319499373436,1.0,1.0,0.010029740631580353,0.010029740631580353,0.010029740631580353,0.010029740631580353,1.0,1.0,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.05000000819563866,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0,True,40,1.0,0.0016514321323484182,0.7120419144630432,1.6088749170303345,1.607223391532898,-0.3897312879562378,-0.04000125825405121
2,5.0,0.26004526019096375,0.09012727290391923,0.2587719261646271,0.09596992265433073,0.5000503063201904,0.9972493052482605,0.2,0.24157895147800446,0.05026315897703171,16,7344,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.34549689292907715,0.3480372726917267,0.3064658045768738,0.9984842538833618,0.0006351869669742882,0.25425612926483154,0.22535061836242676,0.2676427960395813,1.0,0.10000000149011612,0.10021786391735077,0.003818914294242859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10021786391735077,0.0,1.0000001192092896,1.595993161201477,0.006418740842491388,0.23821990191936493,0.30434781312942505,0.23270440101623535,0.211361668796636,0.49531305953860283,0.0027445440646260977,0.0028761900030076504,0.24991010129451752,0.9696699380874634,0.02583443745970726,0.05320068821310997,0.0002605878107715398,5.399648580350913e-05,5.399648580350913e-05,2.6448583412275184e-07,0.2583443522453308,0.02583443745970726,0.0,0.0,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.10000000149011612,0.1,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.02583474852144718,0.0,0.0,0.0,"[30019, 3672, 3672]",0.0,0.0,0.0,True,45,0.1,0.0013914923183619976,0.6753926873207092,1.587623953819275,1.5862324237823486,-0.3299337923526764,0.08263088762760162
2,5.0,0.26004526019096375,0.09012727290391923,0.25976231694221497,0.0829070929903537,0.5000125169754028,0.9913436770439148,0.2,0.24157895147800446,0.05026315897703171,16,7344,0.012676122598350048,0.05070449039340019,0.25,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.34282636642456055,0.34866371750831604,0.3085099458694458,0.9986645579338074,0.0006351869669742882,0.25398436188697815,0.2263023406267166,0.2670353651046753,1.0,0.10000000149011612,0.10021786391735077,0.0038337360601872206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,1.0,0.0,0.15000000596046448,1.0,0.10021786391735077,0.0,1.0000001192092896,1.5959889888763428,0.0053816200233995914,0.23821990191936493,0.30434781312942505,0.23270440101623535,0.211361668796636,0.4973576217889786,0.0027379044331610203,0.0028419129084795713,0.24978777766227722,0.9703381657600403,0.05000000819563866,0.05526790767908096,0.0003099579189438373,0.00010276382090523839,0.00010276382090523839,7.301210871446528e-07,0.267255961894989,0.06681399047374725,1.0,1.0,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.010149585083127022,0.25,0.25,layernorm,1.0,0.05000000074505806,norm_clip,v3_node_residual,residual_correction,1.0,1.0,0.05000000819563866,0.0,0.0,0.0,"[30019, 3672, 3672]",0.0,0.0,0.0,True,45,0.25,0.0017283974448218942,0.7120419144630432,1.5986179113388062,1.5968894958496094,-0.16277126967906952,0.10077148675918579
