seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,structural_neighbor_var_norm,structural_degree_mean,structural_similarity_mean,gamma,init_adapted_x_delta,init_logit_delta
0,0.1,1.0,0.05887129530310631,0.015891281621796743,0.05887129530310631,0.015891281621796743,0.27094048261642456,0.2710481286048889,0.4580114185810089,0.002675188472494483,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010027032345533371,0.0,0.0
