dataset,strategy,runs,mean_train_acc,mean_val_acc,mean_test_acc,mean_train_pool_acc,mean_val_pool_acc,mean_test_pool_acc,mean_test_pool_accepted_ratio,mean_test_pool_fixed,mean_test_pool_broken
chameleon,oracle_all_splits_upper_bound,3,0.9425287246704102,0.3866666654745738,0.3429471254348755,0.9425287246704102,0.520370364189148,0.40514188011487323,0.011564924071232477,26.333333333333332,0.0
chameleon,oracle_test_upper_bound,3,0.8936781485875448,0.3533333440621694,0.3429471254348755,0.8936781485875448,0.33703704675038654,0.40514188011487323,0.011564924071232477,26.333333333333332,0.0
chameleon,prompt_off,3,0.8936781485875448,0.3533333440621694,0.32985247174898785,0.8936781485875448,0.33703704675038654,0.3399620056152344,0.0,0.0,0.0
chameleon,prompt_on_all_pool,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
chameleon,train_high_learned_acceptance,3,0.9367816050847372,0.3777777850627899,0.33184152841567993,0.9367816050847372,0.4731481671333313,0.34988346695899963,0.1747913956642151,26.333333333333332,22.333333333333332
chameleon,train_high_logit_delta,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.17610891660054526,26.333333333333332,23.0
chameleon,train_high_structural_score,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
chameleon,train_low_conf_off,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
chameleon,train_low_conf_on,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
chameleon,train_low_margin_off,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
chameleon,train_low_margin_on,3,0.9339080254236857,0.3777777850627899,0.3315100272496541,0.9339080254236857,0.4731481671333313,0.34823737541834515,0.1774264375368754,26.333333333333332,23.0
