seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,76.0,0.57844078540802,0.5532589107751846,0.5530959367752075,0.5248921016852061,0.4760940670967102,0.9799391031265259,True,116
1,52.0,0.4401668310165405,0.390101100007693,0.4526788592338562,0.3933100178837776,0.48614180088043213,0.9990944862365723,True,92
2,23.0,0.4603785574436188,0.40925419237464666,0.47674044966697693,0.4501277108987172,0.4961227476596832,1.0,True,63
3,88.0,0.5717035531997681,0.5286299685637156,0.5367340445518494,0.49827870974938077,0.469201922416687,0.92238450050354,True,128
4,117.0,0.638755202293396,0.5828816468516985,0.6358678340911865,0.5794166450699171,0.4577707052230835,0.798803448677063,True,157
