seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,gamma,init_adapted_x_delta,init_logit_delta
0,0.1,1.0,0.7170117497444153,0.6887168799127851,0.7214778661727905,0.6931341545922416,0.21045053005218506,0.21055100858211517,0.5789984464645386,0.0008280406473204494,0.010009503923356533,0.0,0.0
1,0.1,20.0,0.7060495615005493,0.6840420407908303,0.7080795764923096,0.6865770220756531,0.18158258497714996,0.17876136302947998,0.6396560072898865,0.004693156108260155,0.010192510671913624,0.0,0.0
2,0.1,1.0,0.6638246178627014,0.6369159477097648,0.6597645282745361,0.6339348469461713,0.21116219460964203,0.21014906466007233,0.5786886811256409,0.000781367823947221,0.010009503923356533,0.0,0.0
3,0.1,1.0,0.7239139080047607,0.699321814945766,0.7222899198532104,0.6980252351079669,0.20976832509040833,0.2118983268737793,0.5783333778381348,0.000772621831856668,0.010009503923356533,0.0,0.0
4,0.1,10.0,0.6358100175857544,0.6080111158745629,0.6362159848213196,0.6079992290054049,0.19870778918266296,0.20503748953342438,0.5962547063827515,0.004559861496090889,0.010095654986798763,0.0,0.0
