seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,use_hard_acceptance,hard_acceptance_ratio,hard_acceptance_selected_ratio,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,30.0,0.11063950508832932,0.04134395122528076,0.25976231694221497,0.08247978687286377,0.4999987483024597,0.9999991059303284,0.2,0.24052631855010986,0.05026315897703171,8,7312,0.05435428395867348,0.05435428395867348,1.0,1.0,0.3596995770931244,0.3694705367088318,0.2708298861980438,0.9910941123962402,0.002720687771216035,0.010712962597608566,0.0006797952810302377,0.10955943167209625,1.0,0.10000000149011612,0.10010940581560135,9.415693784831092e-05,0.0,0.0,0.0,0.0,382.0,0.0,0.379052072763443,0.9332607388496399,2.415079143247567e-05,0.0008729330147616565,0.014477012678980827,2.3761402189848013e-05,0.0003940670576412231,4.830158286495134e-05,0.05444038286805153,0.05444038286805153,0.05444038286805153,0.5,0.5,weighted_mean,1.0,2.3761402189848013e-05,0.0,0.0,0.0,"[30019, 3656, 3656]",0.0,0.0,0.0006370376795530319,True,70
1,15.0,0.16935484111309052,0.09085586071014404,0.12563666701316833,0.06917319893836975,0.49996352195739746,0.9998083710670471,0.2,0.24013157188892365,0.05026315897703171,8,7300,0.03910472244024277,0.052139632403850555,0.75,1.0,0.35581082105636597,0.3411692976951599,0.3030198812484741,0.9979380965232849,0.001960592810064554,0.592429518699646,0.22890588641166687,0.962417483329773,1.0,0.10000000149011612,0.1002739742398262,0.12279350310564041,0.8888372778892517,2.0,1.0,1.0,380.0,0.5,0.35748186707496643,0.9214239716529846,0.00035091553581878543,0.0033117043785750866,0.05168265849351883,0.00034560749190859497,0.005393572151660919,0.00017545776790939271,0.05217970535159111,0.05217970535159111,0.05217970535159111,2.0,2.0,weighted_mean,1.0,0.00034560749190859497,0.0,0.0,0.0,"[30019, 3650, 3650]",0.0,0.0,0.0027233976870775223,True,55
2,1.0,0.25976231694221497,0.08268937021493912,0.25990378856658936,0.08272503763437271,0.5000181794166565,0.9999536275863647,0.2,0.24118420481681824,0.05026315897703171,8,7332,0.0025070090778172016,0.05014017969369888,0.05,1.0,0.3233681917190552,0.32581627368927,0.3508155643939972,0.9993744492530823,0.0001258291449630633,0.2695457339286804,0.269471675157547,0.2697124481201172,1.0,0.10000000149011612,0.10038188844919205,0.004752920474857092,0.0,0.0,0.0,0.0,382.0,0.0,0.3333016335964203,0.998243510723114,0.00021648328402079642,0.00855821743607521,0.08128193765878677,0.00021456604008562863,0.0020378478802740574,0.00043296656804159284,0.050142694264650345,0.050142694264650345,0.050142694264650345,0.5,0.5,weighted_mean,1.0,0.00021456604008562863,0.0,0.0,0.0,"[30019, 3666, 3666]",0.0,0.0,0.0009254999458789825,True,40
