node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
43,3,1.5644458532333374,1.5643693208694458,7.653236389160156e-05,True,3,1.0,0.6666666865348816
50,1,1.3829751014709473,1.3829665184020996,8.58306884765625e-06,True,3,1.0,0.6666666865348816
55,2,1.4796327352523804,1.4795454740524292,8.726119995117188e-05,True,3,1.0,0.6666666865348816
145,4,1.492550015449524,1.49248468875885,6.532669067382812e-05,True,3,1.0,0.6666666865348816
149,2,1.5396027565002441,1.5395386219024658,6.413459777832031e-05,True,3,1.0,0.6666666865348816
161,2,1.578418493270874,1.5783766508102417,4.184246063232422e-05,True,3,1.0,0.6666666865348816
192,4,1.5330393314361572,1.5329684019088745,7.092952728271484e-05,True,3,1.0,0.6666666865348816
233,2,1.5733081102371216,1.573249101638794,5.900859832763672e-05,True,3,1.0,0.6666666865348816
279,2,1.465764045715332,1.465683102607727,8.094310760498047e-05,True,3,1.0,0.6666666865348816
281,3,1.483127474784851,1.4830511808395386,7.62939453125e-05,True,3,1.0,0.6666666865348816
284,2,1.3663074970245361,1.3662261962890625,8.130073547363281e-05,True,3,1.0,0.6666666865348816
346,0,1.3517465591430664,1.3517736196517944,-2.7060508728027344e-05,False,3,1.0,0.172562837600708
350,1,1.244820237159729,1.244765043258667,5.519390106201172e-05,True,3,1.0,0.6666666865348816
353,4,1.495554804801941,1.4954832792282104,7.152557373046875e-05,True,3,1.0,0.6666666865348816
374,0,1.5537325143814087,1.5537647008895874,-3.218650817871094e-05,False,3,1.0,0.6666666865348816
379,2,1.4727659225463867,1.4726815223693848,8.440017700195312e-05,True,3,1.0,0.6666666865348816
383,4,1.5322784185409546,1.5322175025939941,6.091594696044922e-05,True,3,1.0,0.6666666865348816
430,0,1.4996364116668701,1.4996532201766968,-1.6808509826660156e-05,False,3,1.0,0.07586308568716049
499,2,1.5643866062164307,1.5643253326416016,6.127357482910156e-05,True,3,1.0,0.6666666865348816
506,1,1.5111202001571655,1.5111618041992188,-4.1604042053222656e-05,False,3,1.0,0.6666666865348816
518,2,1.4779934883117676,1.477920413017273,7.30752944946289e-05,True,3,1.0,0.6666666865348816
522,1,1.3408071994781494,1.3407903909683228,1.6808509826660156e-05,True,3,1.0,0.6666666865348816
588,1,1.4757670164108276,1.4757890701293945,-2.205371856689453e-05,False,3,1.0,0.6666666865348816
676,3,1.7475440502166748,1.7475385665893555,5.4836273193359375e-06,True,3,1.0,0.6666666865348816
686,4,1.5296483039855957,1.5295754671096802,7.283687591552734e-05,True,3,1.0,0.6666666865348816
729,0,1.349025845527649,1.3490504026412964,-2.4557113647460938e-05,False,3,1.0,0.23957061767578125
732,4,1.5220880508422852,1.5220091342926025,7.891654968261719e-05,True,3,1.0,0.6666666865348816
748,1,1.481303095817566,1.4813114404678345,-8.344650268554688e-06,False,3,1.0,0.12276127934455872
769,3,1.4390778541564941,1.438991665840149,8.618831634521484e-05,True,3,1.0,0.6666666865348816
779,3,1.67238450050354,1.6723438501358032,4.0650367736816406e-05,True,3,1.0,0.6666666865348816
796,1,1.4759202003479004,1.4759520292282104,-3.1828880310058594e-05,False,3,1.0,0.6666666865348816
813,4,1.5444327592849731,1.5443655252456665,6.723403930664062e-05,True,3,1.0,0.6666666865348816
855,2,1.4581540822982788,1.4580726623535156,8.14199447631836e-05,True,3,1.0,0.6666666865348816
869,2,1.5476109981536865,1.5475451946258545,6.580352783203125e-05,True,3,1.0,0.6666666865348816
890,2,1.5367555618286133,1.5367075204849243,4.8041343688964844e-05,True,3,1.0,0.6666666865348816
895,4,1.5301268100738525,1.5300577878952026,6.902217864990234e-05,True,3,1.0,0.6666666865348816
920,1,1.4357331991195679,1.4357658624649048,-3.266334533691406e-05,False,3,1.0,0.11975883692502975
959,0,1.5079327821731567,1.5079642534255981,-3.147125244140625e-05,False,3,1.0,0.062420766800642014
974,0,1.315555214881897,1.315583348274231,-2.8133392333984375e-05,False,3,1.0,0.03525157645344734
985,2,1.5952571630477905,1.59521484375,4.2319297790527344e-05,True,3,1.0,0.6666666865348816
1009,3,1.7124552726745605,1.7124392986297607,1.5974044799804688e-05,True,3,1.0,0.6666666865348816
1012,0,1.4972426891326904,1.497265338897705,-2.2649765014648438e-05,False,3,1.0,0.05014035105705261
1015,1,1.3488801717758179,1.3488553762435913,2.47955322265625e-05,True,3,1.0,0.6666666865348816
1027,1,1.2889596223831177,1.2889186143875122,4.100799560546875e-05,True,3,1.0,0.6666666865348816
1062,4,1.5193111896514893,1.5192396640777588,7.152557373046875e-05,True,3,1.0,0.6666666865348816
1085,4,1.41099214553833,1.4109221696853638,6.99758529663086e-05,True,3,1.0,0.6666666865348816
1091,0,1.5000975131988525,1.5001270771026611,-2.956390380859375e-05,False,3,1.0,0.06975734978914261
1094,4,1.5337055921554565,1.533632755279541,7.283687591552734e-05,True,3,1.0,0.6666666865348816
1096,0,1.477063536643982,1.4770418405532837,2.1696090698242188e-05,True,3,1.0,0.6666666865348816
1108,1,1.4463567733764648,1.4463764429092407,-1.9669532775878906e-05,False,3,1.0,0.6666666865348816
1119,0,1.2325565814971924,1.232466697692871,8.988380432128906e-05,True,3,1.0,0.6666666865348816
1120,1,1.4089038372039795,1.4089256525039673,-2.181529998779297e-05,False,3,1.0,0.10557365417480469
1125,1,1.3624944686889648,1.3624764680862427,1.800060272216797e-05,True,3,1.0,0.6666666865348816
1131,0,1.5471267700195312,1.547151803970337,-2.5033950805664062e-05,False,3,1.0,0.6666666865348816
