node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
10,1,0.09249137341976166,0.08123079687356949,0.01126057654619217,True,4,1.0,0.6666666865348816
32,2,0.011485054157674313,0.010294080711901188,0.0011909734457731247,True,4,1.0,0.6666666865348816
153,2,0.08119045943021774,0.0737980306148529,0.007392428815364838,True,4,1.0,0.470602422952652
155,3,0.3413068950176239,0.27067315578460693,0.07063373923301697,True,4,1.0,0.6666666865348816
158,2,0.1719270497560501,0.15576907992362976,0.01615796983242035,True,4,1.0,0.6666666865348816
163,3,0.4176315367221832,0.3352425992488861,0.08238893747329712,True,4,1.0,0.6666666865348816
165,4,0.48705655336380005,0.4135645925998688,0.07349196076393127,True,4,1.0,0.6666666865348816
174,2,0.14136043190956116,0.13170751929283142,0.009652912616729736,True,4,1.0,0.5248565673828125
197,2,0.022782254964113235,0.020170336589217186,0.0026119183748960495,True,4,1.0,0.3207399547100067
210,3,0.33298206329345703,0.26449379324913025,0.06848827004432678,True,4,1.0,0.6666666865348816
244,3,0.43143779039382935,0.34448403120040894,0.08695375919342041,True,4,1.0,0.6666666865348816
310,3,0.8660223484039307,0.7050006985664368,0.1610216498374939,True,4,1.0,0.02876155637204647
315,2,1.5725840330123901,1.6684677600860596,-0.09588372707366943,False,4,1.0,0.6666666865348816
362,3,0.23777295649051666,0.18714269995689392,0.05063025653362274,True,4,1.0,0.6666666865348816
420,3,0.2470676302909851,0.19529643654823303,0.051771193742752075,True,4,1.0,0.6666666865348816
452,2,0.016647707670927048,0.014843967743217945,0.0018037399277091026,True,4,1.0,0.6666666865348816
459,0,0.011987196281552315,0.010585470125079155,0.0014017261564731598,True,4,1.0,0.8430957794189453
494,1,0.019210126250982285,0.01591937430202961,0.003290751948952675,True,4,1.0,0.6666666865348816
502,3,0.3383045792579651,0.2681020498275757,0.0702025294303894,True,4,1.0,0.6666666865348816
503,1,0.04918456822633743,0.04150870814919472,0.0076758600771427155,True,4,1.0,0.6666666865348816
505,1,1.3384523391723633,1.348505973815918,-0.010053634643554688,False,4,1.0,0.2241571992635727
511,2,0.15801820158958435,0.1421087235212326,0.015909478068351746,True,4,1.0,0.1700863093137741
518,2,0.318206787109375,0.2908017337322235,0.02740505337715149,True,4,1.0,0.6666666865348816
537,0,0.018768107518553734,0.015910809859633446,0.002857297658920288,True,4,1.0,0.6666666865348816
548,1,0.02705177664756775,0.02249719575047493,0.004554580897092819,True,4,1.0,0.6666666865348816
560,1,0.01910744607448578,0.016168661415576935,0.002938784658908844,True,4,1.0,0.6666666865348816
579,4,0.40061017870903015,0.33834102749824524,0.06226915121078491,True,4,1.0,0.6666666865348816
624,2,0.09056472778320312,0.08313830941915512,0.007426418364048004,True,4,1.0,0.6666666865348816
640,1,0.1843196302652359,0.16951332986354828,0.014806300401687622,True,4,1.0,0.3219158947467804
642,1,0.017632633447647095,0.015071330592036247,0.0025613028556108475,True,4,1.0,0.6666666865348816
650,2,0.015946241095662117,0.01429190393537283,0.0016543371602892876,True,4,1.0,0.6284903883934021
666,3,0.32747799158096313,0.24686424434185028,0.08061374723911285,True,4,1.0,0.03650940582156181
688,0,0.008936764672398567,0.00767532316967845,0.0012614415027201176,True,4,1.0,0.6666666865348816
703,3,0.398177832365036,0.3184138536453247,0.0797639787197113,True,4,1.0,0.6666666865348816
711,0,0.0040522851049900055,0.003797464072704315,0.0002548210322856903,True,4,1.0,0.6999771595001221
739,1,0.014261702075600624,0.011924766935408115,0.0023369351401925087,True,4,1.0,0.6666666865348816
756,1,0.02637731283903122,0.02172762155532837,0.00464969128370285,True,4,1.0,0.6666666865348816
758,3,0.21074959635734558,0.16623827815055847,0.04451131820678711,True,4,1.0,0.6666666865348816
779,3,0.10615214705467224,0.08253971487283707,0.023612432181835175,True,4,1.0,0.6666666865348816
834,2,0.15974563360214233,0.14490154385566711,0.01484408974647522,True,4,1.0,0.6666666865348816
860,4,0.5247623324394226,0.4485279321670532,0.07623440027236938,True,4,1.0,0.6666666865348816
864,0,1.7268842458724976,1.6949877738952637,0.03189647197723389,True,4,1.0,0.6666666865348816
867,4,0.17650678753852844,0.14497022330760956,0.031536564230918884,True,4,1.0,0.1945553421974182
891,3,0.368122398853302,0.2924216687679291,0.07570073008537292,True,4,1.0,0.6666666865348816
893,2,0.5144270062446594,0.46906429529190063,0.04536271095275879,True,4,1.0,0.08511245250701904
894,1,0.05184334143996239,0.04263659939169884,0.00920674204826355,True,4,1.0,0.6666666865348816
900,4,0.3544151782989502,0.3051843047142029,0.049230873584747314,True,4,1.0,0.12811166048049927
957,2,0.38565152883529663,0.3582729399204254,0.027378588914871216,True,4,1.0,0.6666666865348816
1026,0,1.7268842458724976,1.6949877738952637,0.03189647197723389,True,4,1.0,0.6666666865348816
1044,0,0.03269922733306885,0.02904639020562172,0.0036528371274471283,True,4,1.0,0.5615156292915344
1059,0,1.7268842458724976,1.6949877738952637,0.03189647197723389,True,4,1.0,0.6666666865348816
1082,3,0.3418811559677124,0.27248451113700867,0.06939664483070374,True,4,1.0,0.6666666865348816
1096,0,0.00408730935305357,0.0034895974677056074,0.0005977118853479624,True,4,1.0,0.6666666865348816
1106,3,1.1149193048477173,1.0287365913391113,0.08618271350860596,True,4,1.0,0.11791369318962097
1121,0,0.0054082986898720264,0.004617741797119379,0.0007905568927526474,True,4,1.0,0.6666666865348816
1141,2,0.43180182576179504,0.40658432245254517,0.025217503309249878,True,4,1.0,0.045951392501592636
