node_id,label,ce_no_prompt,ce_prompt,delta_ce,benefited,primary_prompt_slot,acceptance_gate,structural_score
7,4,1.216035008430481,1.2144074440002441,0.0016275644302368164,True,0,0.7000342011451721,0.17107973992824554
33,1,1.4906392097473145,1.4906392097473145,0.0,False,0,0.2751010060310364,0.24876026809215546
49,2,1.1260216236114502,1.1260216236114502,0.0,False,0,0.3778190612792969,0.3644234836101532
52,0,1.9795559644699097,1.9795559644699097,0.0,False,0,0.34123358130455017,0.330573707818985
74,3,0.957048773765564,0.957048773765564,0.0,False,0,0.25101035833358765,0.3019992411136627
104,2,1.4951292276382446,1.4951292276382446,0.0,False,0,0.23207718133926392,0.25699809193611145
115,4,1.1178466081619263,1.1153510808944702,0.0024955272674560547,True,0,0.8148592114448547,0.28506794571876526
132,4,1.2426202297210693,1.2426202297210693,0.0,False,0,0.40570321679115295,0.21132339537143707
176,2,1.4596655368804932,1.4596655368804932,0.0,False,0,0.20833806693553925,0.16892969608306885
180,4,1.4828455448150635,1.4799107313156128,0.0029348134994506836,True,0,0.7349530458450317,0.674822986125946
213,0,1.694292426109314,1.694292426109314,0.0,False,0,0.20053036510944366,0.2743833363056183
221,4,1.2135045528411865,1.2135045528411865,0.0,False,0,0.4265475273132324,0.11999556422233582
228,4,1.1711280345916748,1.169541835784912,0.0015861988067626953,True,0,0.6909641623497009,0.36136364936828613
230,3,1.0859503746032715,1.0859503746032715,0.0,False,0,0.2547719180583954,0.5694562792778015
248,0,2.09074068069458,2.09074068069458,0.0,False,0,0.344918429851532,0.37647950649261475
315,3,1.1668033599853516,1.1668033599853516,0.0,False,0,0.2891383171081543,0.6666666865348816
325,2,1.4782617092132568,1.4782617092132568,0.0,False,0,0.3378748595714569,0.1673414260149002
328,4,1.2964973449707031,1.294692039489746,0.0018053054809570312,True,0,0.6428224444389343,0.2856941521167755
400,3,1.51890230178833,1.51890230178833,0.0,False,0,0.30581241846084595,0.4211825430393219
458,3,0.5408461093902588,0.5408461093902588,0.0,False,0,0.5213139653205872,0.6666666865348816
462,0,2.269728660583496,2.269728660583496,0.0,False,0,0.21230322122573853,0.19969715178012848
483,2,1.5333807468414307,1.5333807468414307,0.0,False,0,0.28913238644599915,0.3406820297241211
492,2,1.3702884912490845,1.3702884912490845,0.0,False,0,0.5678479075431824,0.30151641368865967
506,4,1.1647896766662598,1.1628400087356567,0.0019496679306030273,True,0,0.7114940881729126,0.2160618156194687
509,4,1.3896325826644897,1.3896325826644897,0.0,False,0,0.49145522713661194,0.28332164883613586
536,1,1.1362391710281372,1.1362391710281372,0.0,False,0,0.24166609346866608,0.17547869682312012
582,4,0.9211512207984924,0.9184656143188477,0.0026856064796447754,True,0,0.6802700161933899,0.6666666865348816
592,2,1.442246675491333,1.442246675491333,0.0,False,0,0.44993436336517334,0.17494677007198334
620,2,1.2728252410888672,1.2728252410888672,0.0,False,0,0.17588584125041962,0.6057259440422058
631,3,1.858640193939209,1.858640193939209,0.0,False,0,0.1213674321770668,0.6554495692253113
638,1,1.190030574798584,1.190030574798584,0.0,False,0,0.1954277902841568,0.6666666865348816
640,4,1.0511667728424072,1.048503041267395,0.002663731575012207,True,0,0.6813684701919556,0.6666666865348816
641,0,2.121281385421753,2.121281385421753,0.0,False,0,0.41317859292030334,0.17685621976852417
642,4,1.3127981424331665,1.3104937076568604,0.0023044347763061523,True,0,0.6765065789222717,0.3230353593826294
703,0,1.729090929031372,1.729090929031372,0.0,False,0,0.1922987401485443,0.6666666865348816
737,2,1.5572707653045654,1.5572707653045654,0.0,False,0,0.13722625374794006,0.7763217091560364
757,2,1.4563627243041992,1.4563627243041992,0.0,False,0,0.3515389561653137,0.6666666865348816
764,1,1.4322819709777832,1.4326725006103516,-0.0003905296325683594,False,0,0.2103813886642456,0.18919728696346283
804,4,1.0410079956054688,1.038822054862976,0.0021859407424926758,True,0,0.7694848775863647,0.18301035463809967
827,4,1.4782766103744507,1.4782766103744507,0.0,False,0,0.34898409247398376,0.2783275544643402
843,2,1.5674299001693726,1.5674299001693726,0.0,False,0,0.4018405079841614,0.21811898052692413
845,4,0.9133957624435425,0.9112763404846191,0.00211942195892334,True,0,0.792944610118866,0.48286008834838867
852,0,1.7202600240707397,1.7202600240707397,0.0,False,0,0.1951955109834671,0.2848603129386902
903,4,1.2624605894088745,1.2624605894088745,0.0,False,0,0.2516193389892578,0.30274486541748047
906,1,1.1071250438690186,1.1071250438690186,0.0,False,0,0.12730255722999573,0.5359190106391907
939,0,1.9023759365081787,1.9023759365081787,0.0,False,0,0.3164035379886627,0.19164389371871948
953,2,0.9103901386260986,0.9103901386260986,0.0,False,0,0.20277702808380127,0.6666666865348816
967,3,1.4192718267440796,1.4192718267440796,0.0,False,0,0.2424188107252121,0.12579160928726196
982,0,1.2438589334487915,1.2438589334487915,0.0,False,0,0.1826840043067932,0.6666666865348816
987,2,1.1745915412902832,1.1745915412902832,0.0,False,0,0.17943322658538818,0.6666666865348816
1043,0,1.7377809286117554,1.7377809286117554,0.0,False,0,0.20386579632759094,0.5410031676292419
1058,1,1.6718225479125977,1.6718225479125977,0.0,False,0,0.48246803879737854,0.286092609167099
1063,1,1.0442510843276978,1.0442510843276978,0.0,False,0,0.15675845742225647,0.25339627265930176
1073,4,1.3909856081008911,1.3909856081008911,0.0,False,0,0.24699822068214417,0.27871161699295044
1079,4,0.9069317579269409,0.9044095277786255,0.0025222301483154297,True,0,0.659428596496582,0.6666666865348816
1089,4,1.2107864618301392,1.208793044090271,0.001993417739868164,True,0,0.8560938239097595,0.4154646694660187
