seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_gate_mean,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,65.0,0.31065651774406433,0.29623684883117674,0.31255945563316345,0.2999167025089264,0.48085081577301025,0.9917500615119934,0.2,0.20860782265663147,0.010979359038174152,8,1900,0.035928186029195786,0.035928186029195786,1.0,0.017964091151952744,0.33331677317619324,0.999940812587738,0.0010270297061651945,0.09651237726211548,0.021329224109649658,0.010666558519005775,0.0010298389242962003,0.0,0.0,0.0,"[36101, 950, 950]",0.0,0.0,0.0003370860358700156,False,100
1,50.0,0.30542340874671936,0.2955499172210693,0.31255945563316345,0.2985587060451508,0.4862493872642517,0.9990081191062927,0.2,0.20772947371006012,0.010979359038174152,8,1892,0.03448761627078056,0.03448761627078056,1.0,0.01724380813539028,0.3333166837692261,0.9999257326126099,0.0009119814494624734,0.0869741439819336,0.028081297874450684,0.01050859410315752,0.0009141489863395691,0.0,0.0,0.0,"[36101, 946, 946]",0.0,0.0,0.00038833729922771454,True,90
2,1.0,0.24215033650398254,0.13518943786621093,0.2178877294063568,0.20425522625446318,0.5002497434616089,0.9999181032180786,0.2,0.20904698967933655,0.010979359038174152,8,1904,0.0015042353188619018,0.030084706842899323,0.05,0.0007521176594309509,0.36652079224586487,0.9976367354393005,0.0008235828136093915,0.08207735419273376,0.13904574513435364,0.010009902529418468,0.0008215863490477204,0.0,0.0,0.0,"[36101, 952, 952]",0.0,0.0,0.0003218799829483032,True,40
