seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,structural_neighbor_var_norm,structural_degree_mean,structural_similarity_mean,gamma,init_adapted_x_delta,init_logit_delta
0,0.1,1.0,0.7202598452568054,0.6919212341308594,0.7174177765846252,0.6890283099242619,0.27094048261642456,0.2710481286048889,0.4580114185810089,0.003098299028351903,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010027032345533371,0.0,0.0
1,0.1,15.0,0.7064555287361145,0.6851239970752171,0.7080795764923096,0.6864528911454337,0.19139128923416138,0.1891985982656479,0.6194100975990295,0.0063979243859648705,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010414919815957546,0.0,0.0
2,0.1,35.0,0.6638246178627014,0.6369159477097648,0.6634185910224915,0.6365312763622829,0.05279719457030296,0.05288737267255783,0.8943154215812683,0.000573973054997623,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010976549237966537,0.0,0.0
3,0.1,1.0,0.7231019139289856,0.698931736605508,0.7247259616851807,0.7001420514924186,0.27257418632507324,0.2698404788970947,0.45758533477783203,0.002910239389166236,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010027032345533371,0.0,0.0
4,0.1,1.0,0.6349979639053345,0.6067764695201602,0.6370280385017395,0.6076974549463817,0.27111631631851196,0.2702717185020447,0.45861193537712097,0.003023132449015975,0.05733826383948326,0.2752116322517395,0.3847337067127228,0.010027032345533371,0.0,0.0
