seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,gamma,init_adapted_x_delta,init_logit_delta
0,0.1,1.0,0.05887129530310631,0.015891281621796743,0.05887129530310631,0.015891281621796743,0.21174170076847076,0.2120550274848938,0.5762032270431519,0.004746957682073116,0.05004500970244408,0.0,0.0
