seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,use_multiview_routing,semantic_view_weight,structural_view_weight,role_view_weight,view_gate_entropy,mean_prompt_edge_weight,pool_acceptance_mean,pool_acceptance_min,pool_acceptance_max,prompt_acceptance_budget,prompt_acceptance_supervision,acceptance_supervised_count,acceptance_positive_count,acceptance_negative_count,acceptance_ignored_count,acceptance_target_mean,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_to_original_update_norm,node_to_prompt_update_norm,raw_prompt_update_norm,prompt_gate_mean,prompt_gate_node_to_prompt_mean,prompt_gate_prompt_to_node_mean,prompt_message_scale,selected_message_scale,prompt_message_norm,pool_only_prompt_update,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,85.0,0.33814021944999695,0.327829110622406,0.3311785161495209,0.3262327194213867,0.46943363547325134,0.8646939992904663,0.2,0.2380325049161911,0.05094422399997711,8,2168,0.06306381523609161,0.06306381523609161,1.0,1.0,0.2673048675060272,0.5823386311531067,0.15035653114318848,0.8645550608634949,0.011349651031196117,0.3599417805671692,0.28529468178749084,0.6296989321708679,0.02660561166703701,0.04805492237210274,114.0,110.0,4.0,2.0,0.9649122953414917,0.4953935742378235,0.8924245834350586,0.34602636098861694,10.088703155517578,0.056289415806531906,0.34723585844039917,0.0017840818036347628,0.6920527219772339,0.06615820527076721,0.06338753551244736,0.06892886757850647,0.5,0.5,weighted_mean,1.0,0.34723585844039917,0.0,0.0,0.0,"[36101, 1084, 1084]",0.0,0.0,0.0005667358636856079,False,100
1,45.0,0.35454997420310974,0.31811703443527223,0.3306812644004822,0.3092720299959183,0.4868549406528473,0.8975435495376587,0.2,0.24110671877861023,0.05094422399997711,8,2196,0.05663924664258957,0.05663924664258957,1.0,1.0,0.2867850065231323,0.4595160186290741,0.2536989748477936,0.9675642848014832,0.012983554974198341,0.45846495032310486,0.27690306305885315,0.7484729886054993,0.059111014008522034,0.2859826982021332,92.0,69.0,23.0,24.0,0.75,0.4753943979740143,0.8749019503593445,0.27333319187164307,4.705574989318848,0.10934299230575562,0.274271696805954,0.00620977533981204,0.27333319187164307,0.057488325983285904,0.05678682029247284,0.05818983539938927,1.0,1.0,weighted_mean,1.0,0.274271696805954,0.0,0.0,0.0,"[36101, 1098, 1098]",0.0,0.0,0.0019233636558055878,True,85
2,60.0,0.3092988431453705,0.2912252753973007,0.30034807324409485,0.28231383860111237,0.4814531207084656,0.9956528544425964,0.2,0.24418093264102936,0.05094422399997711,8,2224,0.058992378413677216,0.058992378413677216,1.0,1.0,0.3341917097568512,0.335517555475235,0.3302907347679138,0.9999797940254211,0.006330526899546385,0.2146218717098236,0.19233591854572296,0.24198199808597565,0.00023201554722618312,0.0,0.0,0.0,0.0,116.0,0.0,0.417254775762558,0.999043881893158,0.0,0.0028313486836850643,0.01218864880502224,0.0,0.0,0.00016953361046034843,0.05919243022799492,0.05919243022799492,0.05919243022799492,0.0,0.0,weighted_mean,1.0,0.0,0.0,0.0,0.0,"[36101, 1112, 1112]",0.0,0.0,0.0,True,100
