seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,rho,pool_ratio,train_pool_ratio,prompt_node_count,prompt_edge_count,edge_scale,raw_edge_scale,edge_scale_multiplier,mean_prompt_edge_weight,prompt_usage_entropy,prompt_usage_full_entropy,prompt_msg_norm,prompt_to_original_msg_norm,node_to_prompt_msg_norm,prompt_gate_mean,adapted_branch_delta_norm,capacity_routing_enabled,prompt_capacity,capacity_overflow_count,edge_type_counts,init_original_x_delta,init_logit_delta,init_logit_delta_full_edge_scale,early_stopped,stopped_epoch
0,1.0,0.2031436562538147,0.09920828128233553,0.2039395123720169,0.1894429162144661,0.5002413988113403,0.9999998211860657,0.2,0.20438377559185028,0.004806768149137497,8,4252,0.0015042353188619018,0.030084706842899323,0.05,0.0007521176594309509,0.4139813184738159,0.9970383644104004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 2126, 2126]",0.0,0.0,0.0008827336132526398,True,40
1,10.0,0.22025467455387115,0.13366400613449514,0.21050536632537842,0.20009539127349854,0.5021080374717712,0.999992847442627,0.2,0.20399923622608185,0.004806768149137497,8,4244,0.015413007698953152,0.030826015397906303,0.5,0.0077065047807991505,0.3725799322128296,0.9998112916946411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 2122, 2122]",0.0,0.0,0.0009639039635658264,True,50
2,25.0,0.22323915362358093,0.17466415464878082,0.2262236326932907,0.21865314841270447,0.5057663321495056,0.9999479055404663,0.2,0.20380696654319763,0.004806768149137497,8,4240,0.030256345868110657,0.030256345868110657,1.0,0.015128173865377903,0.3333318531513214,0.9999619126319885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[217073, 2120, 2120]",0.0,0.0,0.0009228549897670746,True,65
