tag,override,best_acc_mean,best_acc_std,best_f1_mean,best_f1_std,best_auroc_mean,best_auroc_std,best_auprc_mean,best_auprc_std,final_acc_mean,final_acc_std,final_f1_mean,final_f1_std,contrastive_loss_mean,contrastive_loss_std
ctr010,"{""loss"": {""lambda_ctr"": 0.01, ""lambda_fus"": 0.0, ""use_original_contrastive"": true, ""use_original_topology_fusion"": false}}",0.3688982605934143,0.01814921217394739,0.350093959569931,0.02851349036340418,0.6611802709102631,0.01118976421820892,0.32112655878067015,0.00895086427838626,0.36473379135131834,0.009806791592876975,0.34648581802845,0.020408645415220434,4.920223903656006,0.03718450102764306
ctr005,"{""loss"": {""lambda_ctr"": 0.005, ""lambda_fus"": 0.0, ""use_original_contrastive"": true, ""use_original_topology_fusion"": false}}",0.36784396767616273,0.017868382019790928,0.34782510876655576,0.028340207361666772,0.6605817174911499,0.010623704964670312,0.32077895015478136,0.008906161320746488,0.36441750228405,0.009567553773548924,0.34548217490315436,0.020359474373433065,4.942505598068237,0.04684741097700916
