seed,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,alpha,branch_cosine,early_stopped,stopped_epoch
0,121.0,0.6691027283668518,0.641606113740376,0.7052375078201294,0.6736553183623722,0.5407442450523376,0.44661498069763184,True,161
1,120.0,0.7068615555763245,0.6835274866649083,0.71295166015625,0.6849846797330039,0.5371986031532288,0.4407404661178589,True,160
2,147.0,0.7097036242485046,0.6790750367300851,0.7210718393325806,0.6905315092631749,0.5518600940704346,0.44532760977745056,True,187
3,134.0,0.715387761592865,0.6892021553856986,0.7385302186012268,0.7091907688549587,0.5441298484802246,0.4420572519302368,True,174
4,153.0,0.7210718393325806,0.6732278381075177,0.7137637138366699,0.6661048190934318,0.5501692295074463,0.44714951515197754,True,193
