seed,selected_route_budget,best_epoch,best_test_acc,best_test_macro_f1,final_test_acc,final_test_macro_f1,route_semantic,route_structural,route_null,prompt_message_norm,structural_neighbor_var_norm,structural_degree_mean,structural_similarity_mean,gamma,init_adapted_x_delta,init_logit_delta
0,0.0,10.0,0.13198652863502502,0.10912620574235916,0.23043771088123322,0.19602110236883163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,5.0,0.1687542051076889,0.08486083103343844,0.17993265390396118,0.16653034463524818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,10.0,0.2626262605190277,0.1710408993065357,0.19326598942279816,0.19040141999721527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,10.0,0.21292929351329803,0.11264305165968835,0.19326598942279816,0.18592175096273422,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,10.0,0.1796633005142212,0.08899195389822126,0.22343434393405914,0.18892184793949127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
